unique_id,year,date_sampled,doy,times_sampled,block,site,site_type,time,plant_species,collector,family,genus,genus_species,caste,tongue,notes
3289,2015,14-Jul,195,4,B,Beaver,veratrum,PM,"Delphinium barbeyi","S. Griffin",Apidae,Bombus,flavifrons,W,medium,
3290,2015,14-Jul,195,4,B,Beaver,veratrum,PM,"Helianthella quinquenervis","S. Griffin",Apidae,Bombus,flavifrons,Q,medium,
3291,2015,14-Jul,195,4,B,Beaver,veratrum,PM,"Helianthella quinquenervis","S. Griffin",Apidae,Bombus,flavifrons,Q,medium,
3292,2015,14-Jul,195,4,B,Beaver,veratrum,PM,"Helianthella quinquenervis","S. Griffin",Apidae,Bombus,flavifrons,W,medium,
3293,2015,14-Jul,195,4,B,Beaver,veratrum,PM,"Helianthella quinquenervis","S. Griffin",Apidae,Bombus,flavifrons,W,medium,
3294,2015,14-Jul,195,4,B,Beaver,veratrum,PM,"Delphinium barbeyi","S. Griffin",Apidae,Bombus,frigidus,W,short,
3295,2015,14-Jul,195,4,B,Beaver,veratrum,PM,"Frasera speciosa","S. Griffin",Apidae,Bombus,frigidus,W,short,
3296,2015,14-Jul,195,4,B,Gothic,willow,AM,"Campanula rotundifolia","R. Billingsley",Apidae,Bombus,bifarius,W,short,
3297,2015,14-Jul,195,4,B,Gothic,willow,AM,"Delphinium barbeyi","R. Billingsley",Apidae,Bombus,frigidus,W,short,
3298,2015,14-Jul,195,4,B,Gothic,willow,AM,"Delphinium barbeyi","S. Griffin",Apidae,Bombus,appositus,W,long,
3299,2015,14-Jul,195,4,B,Gothic,willow,AM,"Delphinium barbeyi","S. Griffin",Apidae,Bombus,flavifrons,W,medium,
3300,2015,14-Jul,195,4,B,Gothic,willow,AM,"Delphinium barbeyi","S. Griffin",Apidae,Bombus,flavifrons,W,medium,
3301,2015,14-Jul,195,4,B,Gothic,willow,AM,"Helianthella quinquenervis","S. Griffin",Apidae,Bombus,flavifrons,W,medium,
3302,2015,14-Jul,195,4,B,Gothic,willow,AM,"Helianthella quinquenervis","S. Griffin",Apidae,Bombus,frigidus,Q,short,
3303,2015,14-Jul,195,4,B,Seans,dry,AM,"Dugaldia hoopesii","S. Griffin",Apidae,Bombus,appositus,W,long,
3304,2015,14-Jul,195,4,B,Seans,dry,AM,"Helianthella quinquenervis","S. Griffin",Apidae,Bombus,bifarius,W,short,
3305,2015,14-Jul,195,4,B,Seans,dry,AM,"Helianthella quinquenervis","S. Griffin",Apidae,Bombus,bifarius,W,short,
3306,2015,14-Jul,195,4,B,Seans,dry,AM,"Helianthella quinquenervis","S. Griffin",Apidae,Bombus,bifarius,W,short,
3307,2015,14-Jul,195,4,B,Seans,dry,AM,"Helianthella quinquenervis","S. Griffin",Apidae,Bombus,bifarius,W,short,
3308,2015,14-Jul,195,4,B,Seans,dry,AM,"Aquilegia coerulea","S. Griffin",Apidae,Bombus,flavifrons,W,medium,
3309,2015,14-Jul,195,4,B,Seans,dry,AM,"Helianthella quinquenervis","S. Griffin",Apidae,Bombus,flavifrons,W,medium,
3310,2015,14-Jul,195,4,B,Seans,dry,AM,"Helianthella quinquenervis","S. Griffin",Apidae,Bombus,flavifrons,W,medium,
3311,2015,14-Jul,195,4,B,Seans,dry,AM,"Dugaldia hoopesii","S. Griffin",Apidae,Bombus,insularis,Q,short,
3312,2015,14-Jul,195,4,B,Seans,dry,AM,"Helianthella quinquenervis","S. Griffin",Apidae,Bombus,sylvicola,Q,short,
3313,2015,15-Jul,196,4,D,Copper,willow,AM,"Frasera speciosa","R. Billingsley",Apidae,Bombus,bifarius,W,short,
3314,2015,15-Jul,196,4,D,Copper,willow,AM,"Helianthella quinquenervis","R. Billingsley",Apidae,Bombus,bifarius,W,short,
3315,2015,15-Jul,196,4,D,Copper,willow,AM,"Helianthella quinquenervis","R. Billingsley",Apidae,Bombus,bifarius,W,short,
3316,2015,15-Jul,196,4,D,Copper,willow,AM,"Helianthella quinquenervis","R. Billingsley",Apidae,Bombus,bifarius,W,short,
3317,2015,15-Jul,196,4,D,Copper,willow,AM,"Frasera speciosa","S. Griffin",Apidae,Bombus,appositus,W,long,
3318,2015,15-Jul,196,4,D,Copper,willow,AM,"Frasera speciosa","S. Griffin",Apidae,Bombus,balteatus,W,long,
3319,2015,15-Jul,196,4,D,Copper,willow,AM,"Helianthella quinquenervis","S. Griffin",Apidae,Bombus,balteatus,W,long,
3320,2015,15-Jul,196,4,D,Copper,willow,AM,"Frasera speciosa","S. Griffin",Apidae,Bombus,bifarius,W,short,
3321,2015,15-Jul,196,4,D,Copper,willow,AM,"Helianthella quinquenervis","S. Griffin",Apidae,Bombus,bifarius,W,short,
3322,2015,15-Jul,196,4,D,Copper,willow,AM,"Helianthella quinquenervis","S. Griffin",Apidae,Bombus,bifarius,W,short,
3323,2015,15-Jul,196,4,D,Copper,willow,AM,"Helianthella quinquenervis","S. Griffin",Apidae,Bombus,bifarius,W,short,
3324,2015,15-Jul,196,4,D,Copper,willow,AM,"Frasera speciosa","S. Griffin",Apidae,Bombus,flavifrons,W,medium,
3325,2015,15-Jul,196,4,D,Copper,willow,AM,"Helianthella quinquenervis","S. Griffin",Apidae,Bombus,flavifrons,W,medium,
3326,2015,15-Jul,196,4,D,Copper,willow,PM,"Frasera speciosa","R. Billingsley",Apidae,Bombus,bifarius,W,short,
3327,2015,15-Jul,196,4,D,Copper,willow,PM,"Helianthella quinquenervis","R. Billingsley",Apidae,Bombus,bifarius,Q,short,
3328,2015,15-Jul,196,4,D,Copper,willow,PM,"Helianthella quinquenervis","R. Billingsley",Apidae,Bombus,bifarius,W,short,
3329,2015,15-Jul,196,4,D,Copper,willow,PM,"Helianthella quinquenervis","S. Griffin",Apidae,Bombus,balteatus,W,long,
3330,2015,15-Jul,196,4,D,Copper,willow,PM,"Helianthella quinquenervis","S. Griffin",Apidae,Bombus,bifarius,W,short,
3331,2015,15-Jul,196,4,D,Copper,willow,PM,"Frasera speciosa","S. Griffin",Apidae,Bombus,flavifrons,W,medium,
3332,2015,15-Jul,196,4,D,Copper,willow,PM,"Frasera speciosa","S. Griffin",Apidae,Bombus,flavifrons,W,medium,
3333,2015,15-Jul,196,4,D,Copper,willow,PM,"Frasera speciosa","S. Griffin",Apidae,Bombus,flavifrons,Q,medium,
3334,2015,15-Jul,196,4,D,Hill,dry,AM,"Helianthella quinquenervis","R. Billingsley",Apidae,Bombus,flavifrons,W,medium,
3335,2015,15-Jul,196,4,D,Hill,dry,AM,"Helianthella quinquenervis","R. Billingsley",Apidae,Bombus,insularis,Q,short,
3336,2015,15-Jul,196,4,D,Hill,dry,AM,"Helianthella quinquenervis","R. Billingsley",Apidae,Bombus,sylvicola,W,short,
3337,2015,15-Jul,196,4,D,Hill,dry,AM,"Helianthella quinquenervis","S. Griffin",Apidae,Bombus,balteatus,W,long,
3338,2015,15-Jul,196,4,D,Hill,dry,AM,"Helianthella quinquenervis","S. Griffin",Apidae,Bombus,balteatus,W,long,
3339,2015,15-Jul,196,4,D,Hill,dry,AM,"Helianthella quinquenervis","S. Griffin",Apidae,Bombus,bifarius,W,short,
3340,2015,15-Jul,196,4,D,Hill,dry,AM,"Helianthella quinquenervis","S. Griffin",Apidae,Bombus,bifarius,W,short,
3341,2015,15-Jul,196,4,D,Hill,dry,AM,"Helianthella quinquenervis","S. Griffin",Apidae,Bombus,bifarius,W,short,
3342,2015,15-Jul,196,4,D,Hill,dry,AM,"Potentilla pulcherrima","S. Griffin",Apidae,Bombus,bifarius,W,short,
3343,2015,15-Jul,196,4,D,Hill,dry,AM,"Helianthella quinquenervis","S. Griffin",Apidae,Bombus,flavifrons,W,medium,
3344,2015,15-Jul,196,4,D,Hill,dry,AM,"Helianthella quinquenervis","S. Griffin",Apidae,Bombus,flavifrons,W,medium,
3345,2015,15-Jul,196,4,D,Hill,dry,PM,"Helianthella quinquenervis","R. Billingsley",Apidae,Bombus,balteatus,W,long,
3346,2015,15-Jul,196,4,D,Hill,dry,PM,"Helianthella quinquenervis","R. Billingsley",Apidae,Bombus,sylvicola,W,short,
3347,2015,15-Jul,196,4,D,Hill,dry,PM,"Helianthella quinquenervis","R. Billingsley",Apidae,Bombus,sylvicola,W,short,
3348,2015,15-Jul,196,4,D,Hill,dry,PM,"Helianthella quinquenervis","R. Billingsley",Apidae,Bombus,sylvicola,W,short,
3349,2015,15-Jul,196,4,D,Hill,dry,PM,"Helianthella quinquenervis","R. Billingsley",Apidae,Bombus,sylvicola,W,short,
3350,2015,15-Jul,196,4,D,Hill,dry,PM,"Helianthella quinquenervis","S. Griffin",Apidae,Bombus,balteatus,W,long,
3351,2015,15-Jul,196,4,D,Hill,dry,PM,"Helianthella quinquenervis","S. Griffin",Apidae,Bombus,balteatus,W,long,
3352,2015,15-Jul,196,4,D,Hill,dry,PM,"Helianthella quinquenervis","S. Griffin",Apidae,Bombus,balteatus,W,long,
3353,2015,15-Jul,196,4,D,Hill,dry,PM,"Helianthella quinquenervis","S. Griffin",Apidae,Bombus,balteatus,W,long,
3354,2015,15-Jul,196,4,D,Hill,dry,PM,"Helianthella quinquenervis","S. Griffin",Apidae,Bombus,balteatus,W,long,
3355,2015,15-Jul,196,4,D,Hill,dry,PM,"Helianthella quinquenervis","S. Griffin",Apidae,Bombus,bifarius,W,short,
3356,2015,15-Jul,196,4,D,Hill,dry,PM,"Helianthella quinquenervis","S. Griffin",Apidae,Bombus,bifarius,W,short,
3357,2015,15-Jul,196,4,D,Hill,dry,PM,"Helianthella quinquenervis","S. Griffin",Apidae,Bombus,bifarius,W,short,
3358,2015,15-Jul,196,4,D,Hill,dry,PM,"Helianthella quinquenervis","S. Griffin",Apidae,Bombus,bifarius,W,short,
3359,2015,15-Jul,196,4,D,Hill,dry,PM,"Helianthella quinquenervis","S. Griffin",Apidae,Bombus,bifarius,W,short,
3360,2015,15-Jul,196,4,D,Hill,dry,PM,"Helianthella quinquenervis","S. Griffin",Apidae,Bombus,bifarius,W,short,
3361,2015,15-Jul,196,4,D,Hill,dry,PM,"Helianthella quinquenervis","S. Griffin",Apidae,Bombus,bifarius,W,short,
3362,2015,15-Jul,196,4,D,Hill,dry,PM,"Helianthella quinquenervis","S. Griffin",Apidae,Bombus,bifarius,W,short,
3363,2015,15-Jul,196,4,D,Hill,dry,PM,"Helianthella quinquenervis","S. Griffin",Apidae,Bombus,bifarius,W,short,
3364,2015,15-Jul,196,4,D,Hill,dry,PM,"Helianthella quinquenervis","S. Griffin",Apidae,Bombus,flavifrons,W,medium,
3365,2015,15-Jul,196,4,D,Little,veratrum,AM,"Frasera speciosa","R. Billingsley",Apidae,Bombus,appositus,W,long,
3366,2015,15-Jul,196,4,D,Little,veratrum,AM,"Helianthella quinquenervis","R. Billingsley",Apidae,Bombus,appositus,W,long,
3367,2015,15-Jul,196,4,D,Little,veratrum,AM,"Helianthella quinquenervis","R. Billingsley",Apidae,Bombus,bifarius,W,short,
3368,2015,15-Jul,196,4,D,Little,veratrum,AM,"Helianthella quinquenervis","R. Billingsley",Apidae,Bombus,bifarius,W,short,
3369,2015,15-Jul,196,4,D,Little,veratrum,AM,"Helianthella quinquenervis","R. Billingsley",Apidae,Bombus,bifarius,W,short,
3370,2015,15-Jul,196,4,D,Little,veratrum,AM,"Helianthella quinquenervis","R. Billingsley",Apidae,Bombus,bifarius,W,short,
3371,2015,15-Jul,196,4,D,Little,veratrum,AM,"Helianthella quinquenervis","R. Billingsley",Apidae,Bombus,bifarius,W,short,
3372,2015,15-Jul,196,4,D,Little,veratrum,AM,"Helianthella quinquenervis","R. Billingsley",Apidae,Bombus,flavifrons,W,medium,
3373,2015,15-Jul,196,4,D,Little,veratrum,AM,"Helianthella quinquenervis","R. Billingsley",Apidae,Bombus,flavifrons,W,medium,
3374,2015,15-Jul,196,4,D,Little,veratrum,AM,"Helianthella quinquenervis","R. Billingsley",Apidae,Bombus,flavifrons,W,medium,
3375,2015,15-Jul,196,4,D,Little,veratrum,AM,"Helianthella quinquenervis","R. Billingsley",Apidae,Bombus,sylvicola,Q,short,
3376,2015,15-Jul,196,4,D,Little,veratrum,AM,"Frasera speciosa","S. Griffin",Apidae,Bombus,balteatus,Q,long,
3377,2015,15-Jul,196,4,D,Little,veratrum,AM,"Frasera speciosa","S. Griffin",Apidae,Bombus,balteatus,Q,long,
3378,2015,15-Jul,196,4,D,Little,veratrum,AM,"Frasera speciosa","S. Griffin",Apidae,Bombus,balteatus,Q,long,
3379,2015,15-Jul,196,4,D,Little,veratrum,AM,"Frasera speciosa","S. Griffin",Apidae,Bombus,balteatus,W,long,
3380,2015,15-Jul,196,4,D,Little,veratrum,AM,"Helianthella quinquenervis","S. Griffin",Apidae,Bombus,balteatus,W,long,
3381,2015,15-Jul,196,4,D,Little,veratrum,AM,"Helianthella quinquenervis","S. Griffin",Apidae,Bombus,balteatus,W,long,
3382,2015,15-Jul,196,4,D,Little,veratrum,AM,"Helianthella quinquenervis","S. Griffin",Apidae,Bombus,balteatus,W,long,
3383,2015,15-Jul,196,4,D,Little,veratrum,AM,"Helianthella quinquenervis","S. Griffin",Apidae,Bombus,balteatus,W,long,
3384,2015,15-Jul,196,4,D,Little,veratrum,AM,"Helianthella quinquenervis","S. Griffin",Apidae,Bombus,balteatus,W,long,
3385,2015,15-Jul,196,4,D,Little,veratrum,AM,"Castilleja sulphurea","S. Griffin",Apidae,Bombus,fervidus,W,long,
3386,2015,15-Jul,196,4,D,Little,veratrum,AM,"Helianthella quinquenervis","S. Griffin",Apidae,Bombus,insularis,Q,short,
3387,2015,15-Jul,196,4,D,Little,veratrum,AM,"Frasera speciosa","S. Griffin",Apidae,Bombus,sylvicola,Q,short,
3388,2015,15-Jul,196,4,D,Little,veratrum,PM,"Frasera speciosa","R. Billingsley",Apidae,Bombus,appositus,W,long,
3389,2015,15-Jul,196,4,D,Little,veratrum,PM,"Frasera speciosa","R. Billingsley",Apidae,Bombus,balteatus,W,long,
3390,2015,15-Jul,196,4,D,Little,veratrum,PM,"Helianthella quinquenervis","R. Billingsley",Apidae,Bombus,balteatus,W,long,
3391,2015,15-Jul,196,4,D,Little,veratrum,PM,"Helianthella quinquenervis","R. Billingsley",Apidae,Bombus,bifarius,W,short,
3392,2015,15-Jul,196,4,D,Little,veratrum,PM,"Castilleja sulphurea","R. Billingsley",Apidae,Bombus,fervidus,W,long,
3393,2015,15-Jul,196,4,D,Little,veratrum,PM,"Helianthella quinquenervis","R. Billingsley",Apidae,Bombus,flavifrons,W,medium,
3394,2015,15-Jul,196,4,D,Little,veratrum,PM,"Aconitum columbianum","S. Griffin",Apidae,Bombus,appositus,W,long,
3395,2015,15-Jul,196,4,D,Little,veratrum,PM,"Helianthella quinquenervis","S. Griffin",Apidae,Bombus,balteatus,W,long,
3396,2015,15-Jul,196,4,D,Little,veratrum,PM,"Helianthella quinquenervis","S. Griffin",Apidae,Bombus,bifarius,W,short,
3397,2015,15-Jul,196,4,D,Little,veratrum,PM,"Helianthella quinquenervis","S. Griffin",Apidae,Bombus,bifarius,W,short,
3398,2015,15-Jul,196,4,D,Little,veratrum,PM,"Helianthella quinquenervis","S. Griffin",Apidae,Bombus,bifarius,W,short,
3399,2015,15-Jul,196,4,D,Little,veratrum,PM,"Castilleja sulphurea","S. Griffin",Apidae,Bombus,fervidus,W,long,
3400,2015,15-Jul,196,4,D,Little,veratrum,PM,"Castilleja sulphurea","S. Griffin",Apidae,Bombus,fervidus,W,long,
3401,2015,15-Jul,196,4,D,Little,veratrum,PM,"Castilleja sulphurea","S. Griffin",Apidae,Bombus,fervidus,W,long,
3402,2015,15-Jul,196,4,D,Little,veratrum,PM,"Vicia americana","S. Griffin",Apidae,Bombus,fervidus,W,long,
3403,2015,15-Jul,196,4,D,Little,veratrum,PM,"Castilleja sulphurea","S. Griffin",Apidae,Bombus,flavifrons,Q,medium,
3404,2015,16-Jul,197,5,"Elevation transect",CDOT,"Elevation transect",AM,"Calochortus gunnisonii","R. Billingsley",Apidae,Bombus,rufocinctus,W,short,
3405,2015,16-Jul,197,5,"Elevation transect",CDOT,"Elevation transect",AM,"Calochortus gunnisonii","R. Billingsley",Apidae,Bombus,rufocinctus,W,short,
3406,2015,16-Jul,197,5,"Elevation transect",CDOT,"Elevation transect",AM,"Calochortus gunnisonii","S. Griffin",Apidae,Bombus,rufocinctus,W,short,
3407,2015,16-Jul,197,5,"Elevation transect",CDOT,"Elevation transect",AM,"Calochortus gunnisonii","S. Griffin",Apidae,Bombus,rufocinctus,W,short,
3408,2015,16-Jul,197,5,"Elevation transect",CDOT,"Elevation transect",AM,"Calochortus gunnisonii","S. Griffin",Apidae,Bombus,rufocinctus,W,short,
3409,2015,16-Jul,197,5,"Elevation transect",CDOT,"Elevation transect",AM,"Calochortus gunnisonii","S. Griffin",Apidae,Bombus,rufocinctus,W,short,
3410,2015,16-Jul,197,5,"Elevation transect",CDOT,"Elevation transect",AM,"Lupinus argenteus","S. Griffin",Apidae,Bombus,rufocinctus,W,short,
3411,2015,16-Jul,197,5,"Elevation transect",CDOT,"Elevation transect",AM,"Penstemon strictus","S. Griffin",Apidae,Bombus,rufocinctus,W,short,
3412,2015,16-Jul,197,5,"Elevation transect",CDOT,"Elevation transect",PM,"Penstemon strictus","R. Billingsley",Apidae,Bombus,nevadensis,Q,long,
3413,2015,16-Jul,197,5,"Elevation transect",CDOT,"Elevation transect",PM,"Penstemon strictus","S. Griffin",Apidae,Bombus,appositus,W,long,
3414,2015,16-Jul,197,5,"Elevation transect",CDOT,"Elevation transect",PM,"Penstemon strictus","S. Griffin",Apidae,Bombus,appositus,W,long,
3415,2015,16-Jul,197,5,"Elevation transect",CDOT,"Elevation transect",PM,"Penstemon strictus","S. Griffin",Apidae,Bombus,appositus,Q,long,
3416,2015,16-Jul,197,5,"Elevation transect",CDOT,"Elevation transect",PM,"Calochortus gunnisonii","S. Griffin",Apidae,Bombus,rufocinctus,W,short,
3417,2015,16-Jul,197,2,"Elevation transect",Lypps,"Elevation transect",AM,"Penstemon strictus","S. Griffin",Apidae,Bombus,appositus,W,long,
3418,2015,16-Jul,197,4,"Elevation transect",Rustlers,"Elevation transect",AM,"Delphinium barbeyi","E. Graber",Apidae,Bombus,appositus,W,long,
3419,2015,16-Jul,197,4,"Elevation transect",Rustlers,"Elevation transect",AM,"Helianthella quinquenervis","E. Graber",Apidae,Bombus,bifarius,W,short,
3420,2015,16-Jul,197,4,"Elevation transect",Rustlers,"Elevation transect",AM,"Helianthella quinquenervis","E. Graber",Apidae,Bombus,bifarius,W,short,
3421,2015,16-Jul,197,4,"Elevation transect",Rustlers,"Elevation transect",AM,"Helianthella quinquenervis","E. Graber",Apidae,Bombus,bifarius,W,short,
3422,2015,16-Jul,197,4,"Elevation transect",Rustlers,"Elevation transect",AM,"Helianthella quinquenervis","E. Graber",Apidae,Bombus,bifarius,W,short,
3423,2015,16-Jul,197,4,"Elevation transect",Rustlers,"Elevation transect",AM,"Helianthella quinquenervis","E. Graber",Apidae,Bombus,bifarius,W,short,
3424,2015,16-Jul,197,4,"Elevation transect",Rustlers,"Elevation transect",AM,"Helianthella quinquenervis","E. Graber",Apidae,Bombus,fervidus,Q,long,
3425,2015,16-Jul,197,4,"Elevation transect",Rustlers,"Elevation transect",AM,"Vicia americana","E. Graber",Apidae,Bombus,fervidus,Q,long,
3426,2015,16-Jul,197,4,"Elevation transect",Rustlers,"Elevation transect",AM,"Vicia americana","E. Graber",Apidae,Bombus,fervidus,Q,long,
3427,2015,16-Jul,197,4,"Elevation transect",Rustlers,"Elevation transect",AM,"Helianthella quinquenervis","E. Graber",Apidae,Bombus,flavifrons,W,medium,
3428,2015,16-Jul,197,4,"Elevation transect",Rustlers,"Elevation transect",AM,"Helianthella quinquenervis","E. Graber",Apidae,Bombus,flavifrons,W,medium,
3429,2015,16-Jul,197,4,"Elevation transect",Rustlers,"Elevation transect",PM,"Vicia americana","E. Graber",Apidae,Bombus,appositus,Q,long,
3430,2015,16-Jul,197,4,"Elevation transect",Rustlers,"Elevation transect",PM,"Helianthella quinquenervis","E. Graber",Apidae,Bombus,balteatus,W,long,
3431,2015,16-Jul,197,4,"Elevation transect",Rustlers,"Elevation transect",PM,"Helianthella quinquenervis","E. Graber",Apidae,Bombus,bifarius,W,short,
3432,2015,16-Jul,197,4,"Elevation transect",Rustlers,"Elevation transect",PM,"Potentilla pulcherrima","E. Graber",Apidae,Bombus,fervidus,W,long,
3433,2015,16-Jul,197,4,"Elevation transect",Rustlers,"Elevation transect",PM,"Helianthella quinquenervis","E. Graber",Apidae,Bombus,flavifrons,W,medium,
3434,2015,17-Jul,198,2,"Elevation transect",Elko,"Elevation transect",AM,"Pedicularis bracteosa","R. Billingsley",Apidae,Bombus,balteatus,Q,long,
3435,2015,17-Jul,198,2,"Elevation transect",Elko,"Elevation transect",AM,"Castilleja sp.","R. Billingsley",Apidae,Bombus,balteatus,Q,long,
3436,2015,17-Jul,198,2,"Elevation transect",Elko,"Elevation transect",AM,"Pedicularis bracteosa","S. Griffin",Apidae,Bombus,balteatus,Q,long,"Voucher specimen"
3437,2015,17-Jul,198,2,"Elevation transect",Elko,"Elevation transect",AM,"Pedicularis bracteosa","S. Griffin",Apidae,Bombus,balteatus,Q,long,
3438,2015,17-Jul,198,2,"Elevation transect",Elko,"Elevation transect",AM,"Pedicularis bracteosa","S. Griffin",Apidae,Bombus,balteatus,W,long,
3439,2015,17-Jul,198,2,"Elevation transect",Elko,"Elevation transect",AM,"Pedicularis bracteosa","S. Griffin",Apidae,Bombus,balteatus,W,long,
3440,2015,17-Jul,198,2,"Elevation transect",Elko,"Elevation transect",AM,"Pedicularis bracteosa","S. Griffin",Apidae,Bombus,balteatus,W,long,"Voucher specimen"
3441,2015,17-Jul,198,2,"Elevation transect",Elko,"Elevation transect",PM,"Castilleja sp.","S. Griffin",Apidae,Bombus,balteatus,Q,long,
3442,2015,17-Jul,198,2,"Elevation transect",Elko,"Elevation transect",PM,"Pedicularis bracteosa","S. Griffin",Apidae,Bombus,balteatus,W,long,
3443,2015,17-Jul,198,2,"weather station","Mexican Cut","weather station",AM,"Pedicularis bracteosa","S. Griffin",Apidae,Bombus,balteatus,Q,long,
3444,2015,24-Jul,205,7,"Weather Station",Almont,"weather station",PM,"Eriogonum racemosum","S. Griffin",Apidae,Bombus,bifarius,W,short,
3445,2015,24-Jul,205,3,"Elevation transect","Almont Curve","Elevation transect",AM,"Eriogonum racemosum","R. Irwin",Apidae,Bombus,bifarius,W,short,
3446,2015,24-Jul,205,3,"Elevation transect","Almont Curve","Elevation transect",AM,"Eriogonum racemosum","R. Irwin",Apidae,Bombus,rufocinctus,W,short,
3447,2015,24-Jul,205,3,"Elevation transect","Almont Curve","Elevation transect",AM,"Eriogonum racemosum","S. Griffin",Apidae,Bombus,rufocinctus,W,short,
3448,2015,27-Jul,208,5,A,Davids,dry,AM,"Heterotheca villosa","R. Billingsley",Apidae,Bombus,bifarius,W,short,
3449,2015,27-Jul,208,5,A,Davids,dry,AM,"Heterotheca villosa","R. Billingsley",Apidae,Bombus,sylvicola,W,short,
3450,2015,27-Jul,208,5,A,Davids,dry,AM,"Heterotheca villosa","R. Billingsley",Apidae,Bombus,sylvicola,Q,short,
3451,2015,27-Jul,208,5,A,Davids,dry,AM,"Erigeron speciosus","S. Griffin",Apidae,Bombus,bifarius,W,short,
3452,2015,27-Jul,208,5,A,Davids,dry,AM,"Heterotheca villosa","S. Griffin",Apidae,Bombus,bifarius,W,short,
3453,2015,27-Jul,208,5,A,Davids,dry,AM,"Heterotheca villosa","S. Griffin",Apidae,Bombus,bifarius,W,short,
3454,2015,27-Jul,208,5,A,Davids,dry,AM,"Heterotheca villosa","S. Griffin",Apidae,Bombus,bifarius,W,short,
3455,2015,27-Jul,208,5,A,Davids,dry,AM,"Heterotheca villosa","S. Griffin",Apidae,Bombus,bifarius,W,short,
3456,2015,27-Jul,208,5,A,Davids,dry,AM,"Heterotheca villosa","S. Griffin",Apidae,Bombus,bifarius,W,short,
3457,2015,27-Jul,208,5,A,Davids,dry,AM,"Heterotheca villosa","S. Griffin",Apidae,Bombus,bifarius,W,short,
3458,2015,27-Jul,208,5,A,Davids,dry,AM,"Heterotheca villosa","S. Griffin",Apidae,Bombus,bifarius,W,short,
3459,2015,27-Jul,208,5,A,Davids,dry,AM,"Heterotheca villosa","S. Griffin",Apidae,Bombus,bifarius,W,short,
3460,2015,27-Jul,208,5,A,Davids,dry,AM,"Potentilla pulcherrima","S. Griffin",Apidae,Bombus,insularis,Q,short,
3461,2015,27-Jul,208,5,A,Davids,dry,AM,"Heterotheca villosa","S. Griffin",Apidae,Bombus,occidentalis,W,short,
3462,2015,27-Jul,208,5,A,Davids,dry,AM,"Heterotheca villosa","S. Griffin",Apidae,Bombus,rufocinctus,W,short,
3463,2015,27-Jul,208,5,A,Davids,dry,AM,"Heterotheca villosa","S. Griffin",Apidae,Bombus,sylvicola,W,short,
3464,2015,27-Jul,208,5,A,Davids,dry,PM,"Heterotheca villosa","S. Griffin",Apidae,Bombus,bifarius,W,short,
3465,2015,27-Jul,208,5,A,Davids,dry,PM,"Heterotheca villosa","S. Griffin",Apidae,Bombus,bifarius,W,short,
3466,2015,27-Jul,208,5,A,Davids,dry,PM,"Heterotheca villosa","S. Griffin",Apidae,Bombus,bifarius,W,short,
3467,2015,27-Jul,208,5,A,Davids,dry,PM,"Heterotheca villosa","S. Griffin",Apidae,Bombus,bifarius,W,short,
3468,2015,27-Jul,208,5,A,Davids,dry,PM,"Heterotheca villosa","S. Griffin",Apidae,Bombus,bifarius,W,short,
3469,2015,27-Jul,208,5,A,Davids,dry,PM,"Heterotheca villosa","S. Griffin",Apidae,Bombus,bifarius,W,short,
3470,2015,27-Jul,208,5,A,Davids,dry,PM,"Heterotheca villosa","S. Griffin",Apidae,Bombus,bifarius,W,short,
3471,2015,27-Jul,208,5,A,Davids,dry,PM,"Heterotheca villosa","S. Griffin",Apidae,Bombus,bifarius,W,short,
3472,2015,27-Jul,208,5,A,Davids,dry,PM,"Heterotheca villosa","S. Griffin",Apidae,Bombus,bifarius,W,short,
3473,2015,27-Jul,208,5,A,Davids,dry,PM,"Heterotheca villosa","S. Griffin",Apidae,Bombus,bifarius,W,short,
3474,2015,27-Jul,208,5,A,Davids,dry,PM,"Heterotheca villosa","S. Griffin",Apidae,Bombus,bifarius,W,short,
3475,2015,27-Jul,208,5,A,Davids,dry,PM,"Heterotheca villosa","S. Griffin",Apidae,Bombus,bifarius,W,short,
3476,2015,27-Jul,208,5,A,Davids,dry,PM,"Heterotheca villosa","S. Griffin",Apidae,Bombus,bifarius,W,short,
3477,2015,27-Jul,208,5,A,Davids,dry,PM,"Heterotheca villosa","S. Griffin",Apidae,Bombus,bifarius,W,short,
3478,2015,27-Jul,208,5,A,Davids,dry,PM,"Heterotheca villosa","S. Griffin",Apidae,Bombus,bifarius,W,short,
3479,2015,27-Jul,208,5,A,Davids,dry,PM,"Heterotheca villosa","S. Griffin",Apidae,Bombus,bifarius,W,short,
3480,2015,27-Jul,208,5,A,Davids,dry,PM,"Heterotheca villosa","S. Griffin",Apidae,Bombus,bifarius,W,short,
3481,2015,27-Jul,208,5,A,Davids,dry,PM,"Heterotheca villosa","S. Griffin",Apidae,Bombus,bifarius,W,short,
3482,2015,27-Jul,208,5,A,Tuttle,veratrum,AM,"Delphinium barbeyi","R. Billingsley",Apidae,Bombus,appositus,W,long,
3483,2015,27-Jul,208,5,A,Tuttle,veratrum,AM,"Delphinium barbeyi","R. Billingsley",Apidae,Bombus,appositus,W,long,
3484,2015,27-Jul,208,5,A,Tuttle,veratrum,AM,"Delphinium barbeyi","R. Billingsley",Apidae,Bombus,appositus,W,long,
