year,date_sampled,site,block,doy,times_sampled,habitat_type,bowls_down,bowls_up,bowl_time,start_am,am_nettime_hrs,am_netters,start_pm,pm_nettime_hrs,pm_netters,total_time,high_temp,wind,cloud_cover,precip,notes
2011,12-Jul,Gothic,B,193,3,Willow,10:16,16:12,5:56,10:17,1,"R. Brennan",15:16,1,"R. Brennan, TL, Katya",2,,,,,
2011,12-Jul,Beaver,B,193,3,Veratrum,11:24,16:42,5:18,11:24,1,"R. Brennan",16:17,1,"R. Brennan, TL, Katya",2,,,,,
2011,13-Jul,Hill,D,194,3,Dry,10:08,15:15,5:07,9:51,1,"R. Brennan, J. Mola",14:05,1,"R. Brennan, J. Mola",2,,,,,
2011,13-Jul,Little,D,194,3,Veratrum,10:45,16:24,5:39,10:39,1,"R. Brennan, J. Mola",15:20,1,"R. Brennan, J. Mola",2,,,,,
2011,13-Jul,Copper,D,194,2,Willow,11:31,16:58,5:27,11:19,1,"R. Brennan, J. Mola",16:27,1,"R. Brennan, J. Mola",2,,,,,
2011,14-Jul,Almont,"Weather station",195,3,"Weather Station",10:09,16:10,6:01,10:12,1,"R. Brennan, J. Andicoechea",15:20,1,"R. Brennan, J. Andicoechea",2,,,,,
2011,15-Jul,"Kettle Ponds","Weather station",196,3,"Weather Station",9:00,14:20,5:20,8:54,1,"R. Brennan, J. Mola",13:45,1,"R. Brennan, J. Mola",2,,,,,
2011,15-Jul,Snodgrass,"Weather station",196,3,"Weather Station",11:32,16:40,5:08,11:22,1,"R. Brennan, J. Mola",16:04,1,"R. Brennan, J. Mola",2,,,,,
2011,16-Jul,"Mexican Cut","Weather station",197,1,"Weather Station",10:17,15:18,5:01,10:11,1,"R. Brennan, Z. Gezon",14:10,1,"R. Brennan",2,,,,,
2011,25-Jul,Tuttle,A,206,4,Veratrum,8:50,14:40,5:50,8:38,1,"R. Brennan, J. Mola",13:27,1,"R. Brennan",2,,,,,
2011,25-Jul,Willey,A,206,4,Willow,10:15,16:00,5:45,9:55,1,"R. Brennan, J. Mola",14:45,1,"R. Brennan",2,,,,,
2011,25-Jul,Davids,A,206,4,Dry,9:14,15:40,6:26,9:15,1,"R. Brennan, J. Mola",15:02,1,"R. Brennan, J. Mola",2,,,,,"J. Ogilvie: error in data entry? Originally recorded as occurring on 05/08/2011"
2011,27-Jul,Copper,D,208,4,Willow,9:28,15:03,5:35,9:28,1,"R. Brennan, J. Mola",13:44,1,"R. Brennan",2,,,,,
2011,27-Jul,Little,D,208,4,Veratrum,10:15,16:16,6:01,10:15,1,"R. Brennan, J. Mola",15:09,1,"R. Brennan",2,,,,,
2011,27-Jul,Hill,D,208,4,Dry,11:07,17:23,6:16,11:08,1,"R. Brennan, J. Mola",16:20,1,"R. Brennan",2,,,,,
2011,28-Jul,Almont,"Weather station",209,4,"Weather Station",10:28,16:19,5:51,10:28,1,"R. Brennan",15:32,1,"R. Brennan, KS",2,,,,,
2011,29-Jul,"Kettle Ponds","Weather station",210,4,"Weather Station",8:59,14:22,5:23,8:52,1,"R. Brennan, J. Mola",13:46,1,"R. Brennan, J. Mola",2,,,,,
2011,29-Jul,Snodgrass,"Weather station",210,4,"Weather Station",11:13,16:45,5:32,11:13,1,"R. Brennan, J. Mola",15:41,1,"R. Brennan, J. Mola",2,,,,,
2011,01-Aug,"Mexican Cut","Weather station",213,2,"Weather Station",10:38,15:18,4:40,10:50,1,"R. Brennan, J. Mola",14:45,1,"R. Brennan, J. Mola",2,,,,,
2011,03-Aug,Gothic,B,215,4,Willow,8:48,14:45,5:57,8:58,1,"R. Brennan, J. Mola",13:35,1,"R. Brennan",2,,,,,
2011,03-Aug,Beaver,B,215,4,Veratrum,9:50,15:00,5:10,10:00,1,"R. Brennan, J. Mola",14:50,1,"R. Brennan",2,,,,,
2011,03-Aug,Seans,B,215,4,Dry,11:25,17:29,6:04,11:30,1,"R. Brennan, J. Mola",16:23,1,"R. Brennan",2,,,,,
2011,08-Aug,Hill,D,220,5,Dry,9:14,15:32,6:18,9:15,1,"R. Brennan",14:12,1,"R. Brennan",2,,,,,
2011,08-Aug,Little,D,220,5,Veratrum,10:22,15:50,5:28,10:27,1,"R. Brennan",15:34,1,"R. Brennan",2,,,,,
2011,08-Aug,Copper,D,220,4,Willow,11:34,17:35,6:01,11:37,1,"R. Brennan",16:52,1,"R. Brennan",2,,,,,
2011,09-Aug,Almont,"Weather station",221,5,"Weather Station",10:30,16:10,5:40,10:31,1,"R. Brennan",14:59,1,"R. Brennan",2,,,,,
2011,10-Aug,Snodgrass,"Weather station",222,5,"Weather Station",9:45,15:30,5:45,9:45,1,"R. Brennan",14:20,1,"R. Brennan",2,,,,,
2011,10-Aug,"Kettle Ponds","Weather station",222,5,"Weather Station",11:45,17:30,5:45,11:45,1,"R. Brennan",16:23,1,"R. Brennan",2,,,,,
2011,11-Aug,Gothic,B,223,5,Willow,8:58,14:25,5:27,8:58,1,"R. Brennan",13:22,1,"R. Brennan",2,,,,,
2011,11-Aug,Beaver,B,223,5,Veratrum,10:01,15:30,5:29,10:01,1,"R. Brennan",14:27,1,"R. Brennan",2,,,,,
2011,11-Aug,Seans,B,223,5,Dry,11:09,16:45,5:36,11:10,1,"R. Brennan",15:43,1,"R. Brennan",2,,,,,
2011,12-Aug,Davids,A,224,5,Dry,8:42,14:25,5:43,8:44,1,"R. Brennan",13:15,1,"R. Brennan",2,,,,,
2011,12-Aug,Tuttle,A,224,5,Veratrum,10:00,15:52,5:52,10:02,1,"R. Brennan",14:35,1,"R. Brennan",2,,,,,
2011,12-Aug,Willey,A,224,5,Willow,11:06,17:05,5:59,11:07,1,"R. Brennan",15:57,1,"R. Brennan",2,,,,,
2011,17-Aug,"Mexican Cut","Weather station",229,3,"Weather Station",10:48,15:42,4:54,10:50,1,"R. Brennan, J. Mola",15:05,1,"R. Brennan, J. Mola",2,,,,,
2011,22-Aug,Willey,A,234,6,Willow,8:48,14:39,5:51,8:48,1,"R. Brennan",13:34,1,"R. Brennan",2,,,,,
2011,22-Aug,Tuttle,A,234,6,Veratrum,10:01,15:58,5:57,10:01,1,"R. Brennan",14:43,1,"R. Brennan",2,,,,,
2011,22-Aug,Davids,A,234,6,Dry,11:31,17:08,5:37,11:31,1,"R. Brennan",16:28,1,"R. Brennan, J. Mola",2,,,,,
2011,23-Aug,Seans,B,235,6,Dry,8:46,14:19,5:33,8:47,1,"R. Brennan",13:19,1,"R. Brennan, J. Mola",2,,,,,
2011,23-Aug,Gothic,B,235,6,Willow,10:15,15:20,5:05,10:16,1,"R. Brennan",14:32,1,"R. Brennan, J. Mola",2,,,,,
2011,23-Aug,Beaver,B,235,6,Veratrum,11:29,16:08,4:39,11:29,1,"R. Brennan",15:25,1,"R. Brennan, J. Mola",2,,,,,
2011,24-Aug,Copper,D,236,5,Willow,9:34,14:11,4:37,9:35,1,"R. Brennan",13:09,1,"R. Brennan",2,,,,,
2011,24-Aug,Little,D,236,6,Veratrum,10:38,15:19,4:41,10:39,1,"R. Brennan",14:14,1,"R. Brennan",2,,,,,
2011,24-Aug,Hill,D,236,6,Dry,11:47,16:30,4:43,11:48,1,"R. Brennan",15:21,1,"R. Brennan",2,,,,,
2011,25-Aug,"Kettle Ponds","Weather station",237,6,"Weather Station",9:02,14:30,5:28,9:02,1,"R. Brennan",13:48,1,"R. Brennan, J. Mola",2,,,,,
2011,25-Aug,Snodgrass,"Weather station",237,6,"Weather Station",11:20,16:01,4:41,11:21,1,"R. Brennan",15:50,0.5,"R. Brennan, J. Mola",1.5,,,,,
2011,26-Aug,Almont,"Weather station",238,6,"Weather Station",9:58,15:27,5:29,9:59,1,"R. Brennan",14:34,1,"R. Brennan",2,,,,,
2011,31-Aug,"Mexican Cut","Weather station",243,4,"Weather Station",10:18,14:25,4:07,10:21,1,"R. Brennan, C. Donohar",NA,0,NA,1,,,,,
2011,07-Sep,Beaver,B,250,7,Veratrum,8:54,14:41,5:47,8:54,1,"R. Brennan",13:39,1,"R. Brennan",2,,,,,
2011,07-Sep,Gothic,B,250,7,Willow,10:04,15:48,5:44,10:04,1,"R. Brennan",14:45,1,"R. Brennan",2,,,,,
2011,07-Sep,Seans,B,250,7,Dry,11:20,17:01,5:41,11:20,1,"R. Brennan",15:59,1,"R. Brennan",2,,,,,
2011,08-Sep,Hill,D,251,7,Dry,9:00,13:58,4:58,9:00,1,"R. Brennan",12:45,1,"R. Brennan",2,,,,,
2011,08-Sep,Copper,D,251,7,Willow,10:06,15:11,5:05,10:07,1,"R. Brennan",14:04,1,"R. Brennan",2,,,,,
2011,08-Sep,Little,D,251,7,Veratrum,11:15,16:20,5:05,11:15,1,"R. Brennan",15:15,1,"R. Brennan",2,,,,,
2011,09-Sep,"Kettle Ponds","Weather station",252,7,"Weather Station",8:54,14:55,6:01,8:54,1,"R. Brennan",13:48,1,"R. Brennan",2,,,,,
2011,09-Sep,Snodgrass,"Weather station",252,7,"Weather Station",11:10,16:50,5:40,11:10,1,"R. Brennan",15:45,1,"R. Brennan",2,,,,,
2011,12-Sep,Almont,"Weather station",255,7,"Weather Station",9:58,16:05,6:07,10:00,1,"R. Brennan",15:00,1,"R. Brennan",2,,,,,
2011,13-Sep,Davids,A,256,7,Dry,8:55,14:22,5:27,8:55,1,"R. Brennan",13:15,1,"R. Brennan",2,,,,,
2011,13-Sep,Tuttle,A,256,7,Veratrum,10:12,15:33,5:21,10:12,1,"R. Brennan",14:30,1,"R. Brennan",2,,,,,
2011,13-Sep,Willey,A,256,7,Willow,11:18,16:41,5:23,11:18,1,"R. Brennan",15:35,1,"R. Brennan",2,,,,,
2011,14-Sep,"Mexican Cut","Weather station",257,5,"Weather Station",10:00,14:55,4:55,10:15,1,"R. Brennan, C. Donohar",14:15,1,"R. Brennan, C. Donohar",2,,,,,
2012,17-Apr,Almont,"Weather station",108,1,"Weather Station",10:30,16:50,6:20,10:40,1,"A. Slominski",15:40,1,"A. Slominski",2,,,,,
2012,30-Apr,Almont,"Weather station",121,2,"Weather Station",9:30,16:30,7:00,9:45,1,"A. Slominski",14:55,1,"A. Slominski",2,,,,,
2012,01-May,Davids,A,122,1,Dry,11:20,17:20,6:00,11:30,1,"A. Slominski",15:50,1,"A. Slominski",2,,,,,
2012,03-May,Beaver,B,124,1,Veratrum,8:30,14:30,6:00,8:35,1,"A. Slominski",12:30,1,"A. Slominski",2,,,,,
2012,03-May,Gothic,B,124,1,Willow,9:50,15:45,5:55,9:52,1,"A. Slominski",14:35,1,"A. Slominski",2,,,,,
2012,03-May,Seans,B,124,1,Dry,11:10,17:00,5:50,11:12,1,"A. Slominski",15:55,1,"A. Slominski",2,,,,,
2012,05-May,"Kettle Ponds","Weather station",126,1,"Weather Station",9:00,15:30,6:30,9:30,1,"A. Slominski",14:00,1,"A. Slominski",2,,,,,
2012,10-May,Hill,D,131,1,Dry,10:00,16:30,6:30,10:05,1,"A. Slominski",14:05,1,"A. Slominski",2,,,,,
2012,10-May,Little,D,131,1,Veratrum,11:20,18:00,6:40,11:40,1,"A. Slominski",15:10,1,"A. Slominski",2,,,,,
2012,10-May,Copper,D,131,1,Willow,11:30,18:30,7:00,13:00,1,"A. Slominski",16:35,1,"A. Slominski",2,,,,,
2012,14-May,Davids,A,135,2,Dry,8:45,15:25,6:40,9:00,1,"A. Slominski",14:00,1,"A. Slominski",2,,,,,
2012,14-May,Tuttle,A,135,1,Veratrum,10:20,17:00,6:40,10:50,1,"A. Slominski",15:45,1,"A. Slominski",2,,,,,
2012,14-May,Willey,A,135,1,Willow,10:30,18:20,7:50,12:25,1,"A. Slominski",17:05,1,"A. Slominski",2,,,,,
2012,15-May,Seans,B,136,2,Dry,8:15,14:35,6:20,8:45,1,"A. Slominski",13:10,1,"A. Slominski",2,,,,,
2012,15-May,Gothic,B,136,2,Willow,10:20,16:00,5:40,10:30,1,"A. Slominski",14:55,1,"A. Slominski",2,,,,,
2012,15-May,Beaver,B,136,2,Veratrum,10:10,17:10,7:00,11:45,1,"A. Slominski",16:05,1,"A. Slominski",2,,,,,
2012,19-May,Almont,"Weather station",140,3,"Weather Station",8:30,14:30,6:00,9:00,1,"A. Slominski",13:00,1,"A. Slominski",2,,,,,
2012,21-May,Hill,D,142,2,Dry,10:02,15:30,5:28,10:10,0.5,"R. Brennan",14:40,0.5,"R. Brennan",1,,,,,
2012,21-May,Little,D,142,2,Veratrum,10:50,16:05,5:15,10:52,0.5,"R. Brennan",15:31,0.5,"R. Brennan",1,,,,,
2012,21-May,Copper,D,142,2,Willow,11:40,16:45,5:05,11:42,0.5,"R. Brennan",16:08,0.5,"R. Brennan",1,,,,,
2012,22-May,"Kettle Ponds","Weather station",143,2,"Weather Station",9:01,16:20,7:19,9:02,1,"R. Brennan",15:12,1,"R. Brennan",2,,,,,
2012,25-May,Snodgrass,"Weather station",146,1,"Weather Station",10:20,15:20,5:00,9:02,1,"R. Brennan",14:12,1,"R. Brennan",2,,,,,
2012,29-May,Davids,A,150,3,Dry,8:45,13:45,5:00,8:58,1,"R. Brennan, A. Slominski",13:05,1,"R. Brennan, A. Slominski",2,,,,,
2012,29-May,Willey,A,150,2,Willow,10:22,15:52,5:30,10:34,1,"R. Brennan, A. Slominski",14:04,1,"R. Brennan, A. Slominski",2,,,,,
2012,29-May,Tuttle,A,150,2,Veratrum,11:20,15:31,4:11,11:29,1,"R. Brennan, A. Slominski",14:40,1,"R. Brennan, A. Slominski",2,,,,,
2012,30-May,Beaver,B,151,3,Veratrum,9:05,14:20,5:15,9:06,1,"R. Brennan, A. Slominski",12:52,1,"R. Brennan, A. Slominski",2,,,,,
2012,30-May,Gothic,B,151,3,Willow,9:52,14:10,4:18,10:00,1,"R. Brennan, A. Slominski",13:27,1,"R. Brennan, A. Slominski",2,,,,,
2012,30-May,Seans,B,151,3,Dry,11:00,15:30,4:30,11:10,1,"R. Brennan, A. Slominski",14:37,1,"R. Brennan, A. Slominski",2,,,,,
2012,31-May,Almont,"Weather station",152,4,"Weather Station",10:00,16:23,6:23,10:02,1,"R. Brennan",15:15,1,"R. Brennan",2,,,,,
2012,04-Jun,Hill,D,156,3,Dry,9:10,14:48,5:38,11:00,1,"R. Brennan, A. Slominski",14:05,1,"R. Brennan, A. Slominski",2,,,,,
2012,04-Jun,Little,D,156,3,Veratrum,9:28,15:04,5:36,10:24,1,"R. Brennan, A. Slominski",13:30,1,"R. Brennan, A. Slominski",2,,,,,
2012,04-Jun,Copper,D,156,3,Willow,9:45,14:52,5:07,9:47,1,"R. Brennan, A. Slominski",12:55,1,"R. Brennan, A. Slominski",2,,,,,
2012,05-Jun,Snodgrass,"Weather station",157,2,"Weather Station",10:20,16:00,5:40,10:21,1,"R. Brennan",14:50,1,"R. Brennan",2,,,,,
2012,06-Jun,"Kettle Ponds","Weather station",158,3,"Weather Station",9:40,16:00,6:20,9:42,1,"R. Brennan",14:45,1,"R. Brennan",2,,,,,
2012,11-Jun,Tuttle,A,163,3,Veratrum,9:10,13:50,4:40,9:25,1,"R. Brennan, SME, SET",13:15,1,"R. Brennan, SME, Maddie",2,,,,,
2012,11-Jun,Willey,A,163,3,Willow,10:00,15:05,5:05,10:15,1,"R. Brennan, SME, SET",14:25,1,"R. Brennan, SME, Maddie",2,,,,,
2012,11-Jun,Davids,A,163,4,Dry,11:25,16:20,4:55,11:35,1,"R. Brennan, SME, SET",15:40,1,"R. Brennan, SME, Maddie",2,,,,,
2012,13-Jun,Beaver,B,165,4,Veratrum,9:38,15:20,5:42,9:40,1,"R. Brennan, SME",14:05,1,"R. Brennan, SME",2,,,,,
2012,13-Jun,Gothic,B,165,4,Willow,10:27,15:25,4:58,10:30,1,"R. Brennan, SME",14:40,1,"R. Brennan, SME",2,,,,,
2012,13-Jun,Seans,B,165,4,Dry,11:20,16:40,5:20,11:30,1,"R. Brennan, SME",15:57,1,"R. Brennan, SME",2,,,,,
2012,14-Jun,"Mexican Cut","Weather station",166,1,"Weather Station",10:45,15:05,4:20,10:50,1,"R. Brennan, L. Barbour",14:30,1,"R. Brennan, L. Barbour",2,,,,,
2012,15-Jun,Almont,"Weather station",167,5,"Weather Station",10:35,16:30,5:55,10:36,1,"R. Brennan",15:20,1,"R. Brennan",2,,,,,
2012,18-Jun,Copper,D,170,4,Willow,9:44,14:25,4:41,9:45,1,"R. Brennan, SET",13:45,1,"R. Brennan, SET",2,,,,,
2012,18-Jun,Little,D,170,4,Veratrum,10:29,15:10,4:41,10:30,1,"R. Brennan, SET",14:30,1,"R. Brennan, SET",2,,,,,
2012,18-Jun,Hill,D,170,4,Dry,11:21,15:55,4:34,11:22,1,"R. Brennan, SET",15:15,1,"R. Brennan, SET",2,,,,,
2012,20-Jun,Snodgrass,"Weather station",172,3,"Weather Station",10:28,16:30,6:02,10:30,1,"R. Brennan, SET",15:30,1,"R. Brennan, SET",2,,,,,
2012,21-Jun,1,Control,173,,Control,10:39,16:20,5:41,10:53,1,SET,15:26,1,"SET, Z. Gezon",2,,,,,
2012,21-Jun,"Kettle Ponds","Weather station",173,4,"Weather Station",9:45,15:51,6:06,9:46,1,"R. Brennan, SME",15:10,1,"R. Brennan, SME",2,,,,,
2012,25-Jun,2,Control,177,,Control,10:00,14:10,4:10,11:40,1,"SET, SME",13:30,1,"SET, SME",2,,,,,
2012,25-Jun,Almont,"Weather station",177,6,"Weather Station",10:15,16:20,6:05,10:16,1,"R. Brennan",15:10,1,"R. Brennan",2,,,,,
2012,26-Jun,Davids,A,178,5,Dry,9:24,14:12,4:48,9:25,1,"R. Brennan, SME",13:30,1,"R. Brennan, SME",2,,,,,
2012,26-Jun,Willey,A,178,4,Willow,10:30,15:13,4:43,10:31,1,"R. Brennan, SME",14:40,1,"R. Brennan, SME",2,,,,,
2012,26-Jun,Tuttle,A,178,4,Veratrum,11:20,15:55,4:35,11:21,1,"R. Brennan, SME",15:15,1,"R. Brennan, SME",2,,,,,
2012,27-Jun,Seans,B,179,5,Dry,9:05,14:04,4:59,9:15,1,"R. Brennan, A. Ochs",13:22,1,"R. Brennan, A. Ochs",2,,,,,
2012,27-Jun,Gothic,B,179,5,Willow,10:09,14:55,4:46,10:10,1,"R. Brennan, A. Ochs",14:15,1,"R. Brennan, A. Ochs",2,,,,,
2012,27-Jun,Beaver,B,179,5,Veratrum,10:54,15:40,4:46,10:55,1,"R. Brennan, A. Ochs",15:00,1,"R. Brennan, A. Ochs",2,,,,,
2012,29-Jun,"Mexican Cut","Weather station",181,2,"Weather Station",9:55,15:05,5:10,10:05,1,"R. Brennan, A. Slominski",14:27,1,"R. Brennan, A. Slominski",2,,,,,
2012,02-Jul,Hill,D,184,5,Dry,9:40,15:45,6:05,9:42,1,"R. Brennan, A. Ochs",13:26,1,"R. Brennan, A. Ochs",2,,,,,
2012,02-Jul,Little,D,184,5,Veratrum,10:31,15:35,5:04,10:32,1,"R. Brennan, A. Ochs",14:06,1,"R. Brennan, A. Ochs",2,,,,,
2012,02-Jul,Copper,D,184,5,Willow,11:20,15:20,4:00,11:22,1,"R. Brennan, A. Ochs",14:40,1,"R. Brennan, A. Ochs",2,,,,,
2012,03-Jul,"Lower Loop",Control,185,,Control,10:40,14:58,4:18,10:45,1,"SET, A. Slominski",14:09,1,"SET, A. Slominski",2,,,,,
2012,03-Jul,Snodgrass,"Weather station",185,4,"Weather Station",9:57,15:45,5:48,9:58,1,"R. Brennan, A. Ochs",15:05,1,"R. Brennan, A. Ochs",2,,,,,
2012,03-Jul,"Kettle Ponds","Weather station",185,5,"Weather Station",11:40,17:00,5:20,11:41,1,"R. Brennan, A. Ochs",13:30,1,"R. Brennan, A. Ochs",2,,,,,
2012,09-Jul,Tuttle,A,191,5,Veratrum,9:09,14:05,4:56,9:10,1,"R. Brennan, A. Ochs",13:15,1,"R. Brennan, A. Ochs",2,,,,,
2012,09-Jul,Willey,A,191,5,Willow,9:59,15:00,5:01,10:00,1,"R. Brennan, A. Ochs",14:15,1,"R. Brennan, A. Ochs",2,,,,,
2012,09-Jul,Davids,A,191,6,Dry,11:08,16:05,4:57,11:09,1,"R. Brennan, A. Ochs",15:20,1,"R. Brennan, A. Ochs",2,,,,,
2012,10-Jul,Beaver,B,192,6,Veratrum,9:04,14:20,5:16,9:05,1,"R. Brennan, A. Ochs",13:30,1,"R. Brennan, A. Ochs",2,,,,,
2012,10-Jul,Gothic,B,192,6,Willow,9:52,15:10,5:18,9:53,1,"R. Brennan, A. Ochs",14:30,1,"R. Brennan, A. Ochs",2,,,,,
2012,10-Jul,Seans,B,192,6,Dry,10:50,16:10,5:20,10:51,1,"R. Brennan, A. Ochs",15:25,1,"R. Brennan, A. Ochs",2,,,,,
2012,10-Jul,Slate,Control,192,,Control,11:08,15:30,4:22,11:13,1,"SET, SME",14:46,1,"SET, SME",2,,,,,
2012,11-Jul,"Mexican Cut","Weather station",193,3,"Weather Station",10:10,15:05,4:55,10:12,1,"R. Brennan, A. Ochs",14:08,1,"R. Brennan, A. Ochs",2,,,,,
2012,12-Jul,Almont,"Weather station",194,7,"Weather Station",9:00,15:05,6:05,9:02,1,"R. Brennan",14:00,1,"R. Brennan",2,,,,,
2012,17-Jul,"Washington Gulch 2",Control,199,,Control,10:15,14:38,4:23,10:16,1,"SET, A. Slominski",13:44,1,"SET, A. Slominski",2,,,,,
2012,18-Jul,Copper,D,200,6,Willow,9:35,13:45,4:10,9:35,1,"R. Brennan, A. Ochs",13:03,1,"R. Brennan, A. Ochs",2,,,,,
2012,18-Jul,Little,D,200,6,Veratrum,10:20,14:30,4:10,10:21,1,"R. Brennan, A. Ochs",13:50,1,"R. Brennan, A. Ochs",2,,,,,
2012,18-Jul,Hill,D,200,6,Dry,11:05,15:20,4:15,11:10,1,"R. Brennan, A. Ochs",14:40,1,"R. Brennan, A. Ochs",2,,,,,
2012,19-Jul,Snodgrass,"Weather station",201,5,"Weather Station",11:05,15:40,4:35,11:06,1,"R. Brennan, SME",NA,0,NA,1,,,,,
2012,19-Jul,"Kettle Ponds","Weather station",201,6,"Weather Station",8:40,14:10,5:30,8:45,1,"R. Brennan",13:30,1,"R. Brennan, SME",2,,,,,
2012,24-Jul,"Rosey Point",Control,206,,Control,9:54,14:33,4:39,9:56,1,"SET, SME",13:57,1,"SET, SME",2,,,,,
2012,24-Jul,Davids,A,206,7,Dry,8:55,13:55,5:00,8:55,1,"R. Brennan, A. Slominski",13:15,1,"R. Brennan, A. Slominski",2,,,,,
2012,24-Jul,Willey,A,206,6,Willow,10:05,14:55,4:50,10:05,1,"R. Brennan, A. Slominski",14:15,1,"R. Brennan, A. Slominski",2,,,,,
2012,24-Jul,Tuttle,A,206,6,Veratrum,10:55,15:45,4:50,10:55,1,"R. Brennan, A. Slominski",15:05,1,"R. Brennan, A. Slominski",2,,,,,
2012,25-Jul,Almont,"Weather station",207,,"Weather Station",8:55,15:15,6:20,8:55,1,"R. Brennan, P. Caradonna",14:30,1,"R. Brennan, P. Caradonna",2,,,,,
2012,26-Jul,Beaver,B,208,7,Veratrum,9:05,14:05,5:00,9:05,1,"R. Brennan, SET",13:25,1,"R. Brennan, SET",2,,,,,
2012,26-Jul,Gothic,B,208,7,Willow,9:50,14:50,5:00,9:52,1,"R. Brennan, SET",14:10,1,"R. Brennan, SET",2,,,,,
2012,26-Jul,Seans,B,208,7,Dry,10:45,15:40,4:55,10:46,1,"R. Brennan, SET",15:05,1,"R. Brennan, SET",2,,,,,
2012,27-Jul,"Mexican Cut","Weather station",209,,"Weather Station",10:27,15:37,5:10,10:29,1,"R. Brennan, SME",15:00,1,"R. Brennan, SME",2,,,,,
2012,31-Jul,Hill,D,213,7,Dry,9:05,13:55,4:50,9:10,1,"R. Brennan, A. Ochs",13:15,1,"R. Brennan, A. Ochs",2,,,,,
2012,31-Jul,Little,D,213,7,Veratrum,10:00,14:42,4:42,10:02,1,"R. Brennan, A. Ochs",14:00,1,"R. Brennan, A. Ochs",2,,,,,
2012,31-Jul,Copper,D,213,7,Willow,11:05,15:25,4:20,11:05,1,"R. Brennan, A. Ochs",14:45,1,"R. Brennan, A. Ochs",2,,,,,
2012,01-Aug,Snodgrass,"Weather station",214,,"Weather Station",9:10,15:04,5:54,9:15,1,"R. Brennan, SME",14:20,1,"R. Brennan, SME",2,,,,,
2012,01-Aug,"Kettle Ponds","Weather station",214,,"Weather Station",11:00,16:50,5:50,11:02,1,"R. Brennan, SME",16:13,1,"R. Brennan, SME",2,,,,,
2012,06-Aug,"Avery Parking Lot",Control,219,,Control,9:10,14:55,5:45,10:40,1,"A. Slominski, SME, A. Ochs",14:25,1,"A. Slominski, SME, A. Ochs",2,,,,,
2012,06-Aug,"Marmot Meadow",Control,219,,Control,9:25,15:30,6:05,10:12,1,"A. Slominski, SME, A. Ochs",15:05,1,"A. Slominski, SME, A. Ochs",2,,,,,
2012,06-Aug,"Avery 3",Control,219,,Control,9:40,15:50,6:10,9:42,1,"A. Slominski, SME, A. Ochs",NA,0,NA,1,,,,,
2012,07-Aug,"Copper Ipo",Control,220,,Control,9:24,14:13,4:49,9:29,1,"SME, A. Ochs",13:35,1,"SME, A. Ochs",2,,,,,
2012,07-Aug,"Copper Creek 2",Control,220,,Control,10:28,15:07,4:39,10:31,1,"SME, A. Ochs",14:25,1,"SME, A. Ochs",2,,,,,
2012,08-Aug,Tuttle,A,221,7,Veratrum,9:00,14:15,5:15,9:00,1,"R. Brennan, A. Ochs",13:35,1,"R. Brennan, A. Ochs",2,,,,,
2012,08-Aug,Willey,A,221,7,Willow,9:45,15:00,5:15,9:45,1,"R. Brennan, A. Ochs",14:20,1,"R. Brennan, A. Ochs",2,,,,,
2012,08-Aug,Davids,A,221,8,Dry,11:00,16:00,5:00,11:00,1,"R. Brennan, A. Ochs",15:20,1,"R. Brennan, A. Ochs",2,,,,,
2012,09-Aug,Seans,B,222,8,Dry,9:08,14:10,5:02,9:09,1,"R. Brennan, A. Ochs",13:30,1,"R. Brennan, A. Ochs",2,,,,,
2012,09-Aug,Gothic,B,222,8,Willow,10:00,15:05,5:05,10:00,1,"R. Brennan, A. Ochs",14:25,1,"R. Brennan, A. Ochs",2,,,,,
2012,09-Aug,Beaver,B,222,8,Veratrum,10:48,15:45,4:57,10:50,1,"R. Brennan, A. Ochs",15:10,1,"R. Brennan, A. Ochs",2,,,,,
2012,10-Aug,"Mexican Cut","Weather station",223,,"Weather Station",10:05,14:50,4:45,10:06,1,"R. Brennan, SME",14:10,1,"R. Brennan, SME",2,,,,,
2012,14-Aug,Hill,D,227,8,Dry,9:30,14:20,4:50,9:31,1,"R. Brennan, SME",13:40,1,"R. Brennan, SME",2,,,,,
2012,14-Aug,Little,D,227,8,Veratrum,10:20,15:00,4:40,10:21,1,"R. Brennan, SME",14:25,1,"R. Brennan, SME",2,,,,,
2012,14-Aug,Copper,D,227,8,Willow,11:10,15:40,4:30,11:11,1,"R. Brennan, SME",15:03,1,"R. Brennan, SME",2,,,,,
2012,17-Aug,Snodgrass,"Weather station",230,,"Weather Station",10:25,15:15,4:50,10:30,1,"R. Brennan, SME",14:40,0.5,"R. Brennan",1.5,,,,,
2012,17-Aug,"Kettle Ponds","Weather station",230,,"Weather Station",12:50,16:45,3:55,13:00,1,"R. Brennan, SME",16:10,0.5,"R. Brennan",1.5,,,,,
2012,20-Aug,Davids,A,233,9,Dry,9:15,13:40,4:25,9:25,1,"R. Brennan, R. Irwin",NA,0,NA,1,,,,,
2012,20-Aug,Willey,A,233,8,Willow,10:40,14:00,3:20,10:45,1,"R. Irwin",NA,0,NA,1,,,,,
2012,20-Aug,Tuttle,A,233,8,Veratrum,11:05,14:20,3:15,11:10,1,"R. Brennan, R. Irwin",NA,0,NA,1,,,,,
2012,21-Aug,"Mexican Cut","Weather station",234,,"Weather Station",10:00,15:30,5:30,10:05,1,"R. Brennan",14:15,1,"R. Brennan",2,,,,,
