"site","year","species","sex","date","ab","site","year","species","sex"
"Davids",2011,"Dufourea harveyi","M",2011-08-12,0,"Davids",2011,"Dufourea harveyi","M"
"Davids",2011,"Dufourea harveyi","M",2011-08-22,0,"Davids",2011,"Dufourea harveyi","M"
"Davids",2011,"Dufourea harveyi","M",2011-09-13,0,"Davids",2011,"Dufourea harveyi","M"
"Davids",2011,"Megachile gemula","M",2011-06-08,0,"Davids",2011,"Megachile gemula","M"
"Davids",2011,"Megachile gemula","M",2011-06-27,0,"Davids",2011,"Megachile gemula","M"
"Davids",2011,"Megachile gemula","M",2011-07-11,1,"Davids",2011,"Megachile gemula","M"
"Davids",2011,"Megachile gemula","M",2011-07-25,0,"Davids",2011,"Megachile gemula","M"
"Davids",2011,"Megachile gemula","M",2011-08-12,0,"Davids",2011,"Megachile gemula","M"
"Davids",2011,"Megachile gemula","M",2011-08-22,0,"Davids",2011,"Megachile gemula","M"
"Davids",2011,"Megachile gemula","M",2011-09-13,0,"Davids",2011,"Megachile gemula","M"
"Davids",2011,"Hoplitis robusta","",2011-06-08,0,"Davids",2011,"Hoplitis robusta",""
"Davids",2011,"Hoplitis robusta","",2011-06-27,0,"Davids",2011,"Hoplitis robusta",""
"Davids",2011,"Hoplitis robusta","",2011-07-11,0,"Davids",2011,"Hoplitis robusta",""
"Davids",2011,"Hoplitis robusta","",2011-07-25,0,"Davids",2011,"Hoplitis robusta",""
"Davids",2011,"Hoplitis robusta","",2011-08-12,3,"Davids",2011,"Hoplitis robusta",""
"Davids",2011,"Hoplitis robusta","",2011-08-22,0,"Davids",2011,"Hoplitis robusta",""
"Davids",2011,"Hoplitis robusta","",2011-09-13,0,"Davids",2011,"Hoplitis robusta",""
"Davids",2011,"Lasioglossum sandhousiellum","M",2011-06-08,0,"Davids",2011,"Lasioglossum sandhousiellum","M"
"Davids",2011,"Lasioglossum sandhousiellum","M",2011-06-27,0,"Davids",2011,"Lasioglossum sandhousiellum","M"
"Davids",2011,"Lasioglossum sandhousiellum","M",2011-07-11,0,"Davids",2011,"Lasioglossum sandhousiellum","M"
"Davids",2011,"Lasioglossum sandhousiellum","M",2011-07-25,0,"Davids",2011,"Lasioglossum sandhousiellum","M"
"Davids",2011,"Lasioglossum sandhousiellum","M",2011-08-12,1,"Davids",2011,"Lasioglossum sandhousiellum","M"
"Davids",2011,"Lasioglossum sandhousiellum","M",2011-08-22,0,"Davids",2011,"Lasioglossum sandhousiellum","M"
"Davids",2011,"Lasioglossum sandhousiellum","M",2011-09-13,1,"Davids",2011,"Lasioglossum sandhousiellum","M"
"Davids",2011,"Hylaeus annulatus","F",2011-06-08,0,"Davids",2011,"Hylaeus annulatus","F"
"Davids",2011,"Hylaeus annulatus","F",2011-06-27,0,"Davids",2011,"Hylaeus annulatus","F"
"Davids",2011,"Hylaeus annulatus","F",2011-07-11,0,"Davids",2011,"Hylaeus annulatus","F"
"Davids",2011,"Hylaeus annulatus","F",2011-07-25,0,"Davids",2011,"Hylaeus annulatus","F"
"Davids",2011,"Hylaeus annulatus","F",2011-08-12,3,"Davids",2011,"Hylaeus annulatus","F"
"Davids",2011,"Hylaeus annulatus","F",2011-08-22,0,"Davids",2011,"Hylaeus annulatus","F"
"Davids",2011,"Hylaeus annulatus","F",2011-09-13,0,"Davids",2011,"Hylaeus annulatus","F"
"Davids",2011,"Andrena costillensis","F",2011-06-08,0,"Davids",2011,"Andrena costillensis","F"
"Davids",2011,"Andrena costillensis","F",2011-06-27,0,"Davids",2011,"Andrena costillensis","F"
"Davids",2011,"Andrena costillensis","F",2011-07-11,0,"Davids",2011,"Andrena costillensis","F"
"Davids",2011,"Andrena costillensis","F",2011-07-25,0,"Davids",2011,"Andrena costillensis","F"
"Davids",2011,"Andrena costillensis","F",2011-08-12,0,"Davids",2011,"Andrena costillensis","F"
"Davids",2011,"Andrena costillensis","F",2011-08-22,1,"Davids",2011,"Andrena costillensis","F"
"Davids",2011,"Andrena costillensis","F",2011-09-13,0,"Davids",2011,"Andrena costillensis","F"
"Davids",2011,"Halictus rubicundus","M",2011-06-08,0,"Davids",2011,"Halictus rubicundus","M"
"Davids",2011,"Halictus rubicundus","M",2011-06-27,0,"Davids",2011,"Halictus rubicundus","M"
"Davids",2011,"Halictus rubicundus","M",2011-07-11,0,"Davids",2011,"Halictus rubicundus","M"
"Davids",2011,"Halictus rubicundus","M",2011-07-25,0,"Davids",2011,"Halictus rubicundus","M"
"Davids",2011,"Halictus rubicundus","M",2011-08-12,0,"Davids",2011,"Halictus rubicundus","M"
"Davids",2011,"Halictus rubicundus","M",2011-08-22,3,"Davids",2011,"Halictus rubicundus","M"
"Davids",2011,"Halictus rubicundus","M",2011-09-13,5,"Davids",2011,"Halictus rubicundus","M"
"Davids",2011,"Pseudopanurgus bakeri","F",2011-06-08,0,"Davids",2011,"Pseudopanurgus bakeri","F"
"Davids",2011,"Pseudopanurgus bakeri","F",2011-06-27,0,"Davids",2011,"Pseudopanurgus bakeri","F"
"Davids",2011,"Pseudopanurgus bakeri","F",2011-07-11,0,"Davids",2011,"Pseudopanurgus bakeri","F"
"Davids",2011,"Pseudopanurgus bakeri","F",2011-07-25,0,"Davids",2011,"Pseudopanurgus bakeri","F"
"Davids",2011,"Pseudopanurgus bakeri","F",2011-08-12,0,"Davids",2011,"Pseudopanurgus bakeri","F"
"Davids",2011,"Pseudopanurgus bakeri","F",2011-08-22,1,"Davids",2011,"Pseudopanurgus bakeri","F"
"Davids",2011,"Pseudopanurgus bakeri","F",2011-09-13,2,"Davids",2011,"Pseudopanurgus bakeri","F"
"Davids",2011,"Lasioglossum ruidosense","M",2011-06-08,0,"Davids",2011,"Lasioglossum ruidosense","M"
"Davids",2011,"Lasioglossum ruidosense","M",2011-06-27,0,"Davids",2011,"Lasioglossum ruidosense","M"
"Davids",2011,"Lasioglossum ruidosense","M",2011-07-11,0,"Davids",2011,"Lasioglossum ruidosense","M"
"Davids",2011,"Lasioglossum ruidosense","M",2011-07-25,0,"Davids",2011,"Lasioglossum ruidosense","M"
"Davids",2011,"Lasioglossum ruidosense","M",2011-08-12,0,"Davids",2011,"Lasioglossum ruidosense","M"
"Davids",2011,"Lasioglossum ruidosense","M",2011-08-22,1,"Davids",2011,"Lasioglossum ruidosense","M"
"Davids",2011,"Lasioglossum ruidosense","M",2011-09-13,12,"Davids",2011,"Lasioglossum ruidosense","M"
"Davids",2011,"Halictus rubicundus","F",2011-06-08,0,"Davids",2011,"Halictus rubicundus","F"
"Davids",2011,"Halictus rubicundus","F",2011-06-27,0,"Davids",2011,"Halictus rubicundus","F"
"Davids",2011,"Halictus rubicundus","F",2011-07-11,0,"Davids",2011,"Halictus rubicundus","F"
"Davids",2011,"Halictus rubicundus","F",2011-07-25,0,"Davids",2011,"Halictus rubicundus","F"
"Davids",2011,"Halictus rubicundus","F",2011-08-12,0,"Davids",2011,"Halictus rubicundus","F"
"Davids",2011,"Halictus rubicundus","F",2011-08-22,1,"Davids",2011,"Halictus rubicundus","F"
"Davids",2011,"Halictus rubicundus","F",2011-09-13,4,"Davids",2011,"Halictus rubicundus","F"
"Davids",2011,"Lasioglossum trizonatum","F",2011-06-08,0,"Davids",2011,"Lasioglossum trizonatum","F"
"Davids",2011,"Lasioglossum trizonatum","F",2011-06-27,0,"Davids",2011,"Lasioglossum trizonatum","F"
"Davids",2011,"Lasioglossum trizonatum","F",2011-07-11,0,"Davids",2011,"Lasioglossum trizonatum","F"
"Davids",2011,"Lasioglossum trizonatum","F",2011-07-25,0,"Davids",2011,"Lasioglossum trizonatum","F"
"Davids",2011,"Lasioglossum trizonatum","F",2011-08-12,0,"Davids",2011,"Lasioglossum trizonatum","F"
"Davids",2011,"Lasioglossum trizonatum","F",2011-08-22,0,"Davids",2011,"Lasioglossum trizonatum","F"
"Davids",2011,"Lasioglossum trizonatum","F",2011-09-13,2,"Davids",2011,"Lasioglossum trizonatum","F"
"Davids",2011,"Lasioglossum inconditum","M",2011-06-08,0,"Davids",2011,"Lasioglossum inconditum","M"
"Davids",2011,"Lasioglossum inconditum","M",2011-06-27,0,"Davids",2011,"Lasioglossum inconditum","M"
"Davids",2011,"Lasioglossum inconditum","M",2011-07-11,0,"Davids",2011,"Lasioglossum inconditum","M"
"Davids",2011,"Lasioglossum inconditum","M",2011-07-25,0,"Davids",2011,"Lasioglossum inconditum","M"
"Davids",2011,"Lasioglossum inconditum","M",2011-08-12,0,"Davids",2011,"Lasioglossum inconditum","M"
"Davids",2011,"Lasioglossum inconditum","M",2011-08-22,0,"Davids",2011,"Lasioglossum inconditum","M"
"Davids",2011,"Lasioglossum inconditum","M",2011-09-13,6,"Davids",2011,"Lasioglossum inconditum","M"
"Davids",2011,"Pseudopanurgus bakeri","",2011-06-08,0,"Davids",2011,"Pseudopanurgus bakeri",""
"Davids",2011,"Pseudopanurgus bakeri","",2011-06-27,0,"Davids",2011,"Pseudopanurgus bakeri",""
"Davids",2011,"Pseudopanurgus bakeri","",2011-07-11,0,"Davids",2011,"Pseudopanurgus bakeri",""
"Davids",2011,"Pseudopanurgus bakeri","",2011-07-25,0,"Davids",2011,"Pseudopanurgus bakeri",""
"Davids",2011,"Pseudopanurgus bakeri","",2011-08-12,0,"Davids",2011,"Pseudopanurgus bakeri",""
"Davids",2011,"Pseudopanurgus bakeri","",2011-08-22,0,"Davids",2011,"Pseudopanurgus bakeri",""
"Davids",2011,"Pseudopanurgus bakeri","",2011-09-13,1,"Davids",2011,"Pseudopanurgus bakeri",""
"Davids",2012,"Osmia bucephala","M",2012-05-01,0,"Davids",2012,"Osmia bucephala","M"
"Davids",2012,"Osmia bucephala","M",2012-05-14,3,"Davids",2012,"Osmia bucephala","M"
"Davids",2012,"Osmia bucephala","M",2012-05-29,4,"Davids",2012,"Osmia bucephala","M"
"Davids",2012,"Osmia bucephala","M",2012-06-11,0,"Davids",2012,"Osmia bucephala","M"
"Davids",2012,"Osmia bucephala","M",2012-06-26,0,"Davids",2012,"Osmia bucephala","M"
"Davids",2012,"Osmia bucephala","M",2012-07-09,0,"Davids",2012,"Osmia bucephala","M"
"Davids",2012,"Osmia bucephala","M",2012-07-24,0,"Davids",2012,"Osmia bucephala","M"
"Davids",2012,"Osmia bucephala","M",2012-08-08,0,"Davids",2012,"Osmia bucephala","M"
"Davids",2012,"Osmia bucephala","M",2012-08-20,0,"Davids",2012,"Osmia bucephala","M"
"Davids",2012,"Lasioglossum nigrum","F",2012-05-01,0,"Davids",2012,"Lasioglossum nigrum","F"
"Davids",2012,"Lasioglossum nigrum","F",2012-05-14,3,"Davids",2012,"Lasioglossum nigrum","F"
"Davids",2012,"Lasioglossum nigrum","F",2012-05-29,1,"Davids",2012,"Lasioglossum nigrum","F"
"Davids",2012,"Lasioglossum nigrum","F",2012-06-11,0,"Davids",2012,"Lasioglossum nigrum","F"
"Davids",2012,"Lasioglossum nigrum","F",2012-06-26,0,"Davids",2012,"Lasioglossum nigrum","F"
"Davids",2012,"Lasioglossum nigrum","F",2012-07-09,2,"Davids",2012,"Lasioglossum nigrum","F"
"Davids",2012,"Lasioglossum nigrum","F",2012-07-24,0,"Davids",2012,"Lasioglossum nigrum","F"
"Davids",2012,"Lasioglossum nigrum","F",2012-08-08,0,"Davids",2012,"Lasioglossum nigrum","F"
"Davids",2012,"Lasioglossum nigrum","F",2012-08-20,0,"Davids",2012,"Lasioglossum nigrum","F"
"Davids",2012,"Lasioglossum sedi","F",2012-05-01,0,"Davids",2012,"Lasioglossum sedi","F"
"Davids",2012,"Lasioglossum sedi","F",2012-05-14,74,"Davids",2012,"Lasioglossum sedi","F"
"Davids",2012,"Lasioglossum sedi","F",2012-05-29,35,"Davids",2012,"Lasioglossum sedi","F"
"Davids",2012,"Lasioglossum sedi","F",2012-06-11,2,"Davids",2012,"Lasioglossum sedi","F"
"Davids",2012,"Lasioglossum sedi","F",2012-06-26,0,"Davids",2012,"Lasioglossum sedi","F"
"Davids",2012,"Lasioglossum sedi","F",2012-07-09,2,"Davids",2012,"Lasioglossum sedi","F"
"Davids",2012,"Lasioglossum sedi","F",2012-07-24,2,"Davids",2012,"Lasioglossum sedi","F"
"Davids",2012,"Lasioglossum sedi","F",2012-08-08,0,"Davids",2012,"Lasioglossum sedi","F"
"Davids",2012,"Lasioglossum sedi","F",2012-08-20,0,"Davids",2012,"Lasioglossum sedi","F"
"Davids",2012,"Osmia proxima/sericea","M",2012-05-01,0,"Davids",2012,"Osmia proxima/sericea","M"
"Davids",2012,"Osmia proxima/sericea","M",2012-05-14,1,"Davids",2012,"Osmia proxima/sericea","M"
"Davids",2012,"Osmia proxima/sericea","M",2012-05-29,0,"Davids",2012,"Osmia proxima/sericea","M"
"Davids",2012,"Osmia proxima/sericea","M",2012-06-11,0,"Davids",2012,"Osmia proxima/sericea","M"
"Davids",2012,"Osmia proxima/sericea","M",2012-06-26,0,"Davids",2012,"Osmia proxima/sericea","M"
"Davids",2012,"Osmia proxima/sericea","M",2012-07-09,0,"Davids",2012,"Osmia proxima/sericea","M"
"Davids",2012,"Osmia proxima/sericea","M",2012-07-24,0,"Davids",2012,"Osmia proxima/sericea","M"
"Davids",2012,"Osmia proxima/sericea","M",2012-08-08,0,"Davids",2012,"Osmia proxima/sericea","M"
"Davids",2012,"Osmia proxima/sericea","M",2012-08-20,0,"Davids",2012,"Osmia proxima/sericea","M"
"Davids",2012,"Lasioglossum inconditum","F",2012-05-01,0,"Davids",2012,"Lasioglossum inconditum","F"
"Davids",2012,"Lasioglossum inconditum","F",2012-05-14,7,"Davids",2012,"Lasioglossum inconditum","F"
"Davids",2012,"Lasioglossum inconditum","F",2012-05-29,0,"Davids",2012,"Lasioglossum inconditum","F"
"Davids",2012,"Lasioglossum inconditum","F",2012-06-11,0,"Davids",2012,"Lasioglossum inconditum","F"
"Davids",2012,"Lasioglossum inconditum","F",2012-06-26,0,"Davids",2012,"Lasioglossum inconditum","F"
"Davids",2012,"Lasioglossum inconditum","F",2012-07-09,0,"Davids",2012,"Lasioglossum inconditum","F"
"Davids",2012,"Lasioglossum inconditum","F",2012-07-24,0,"Davids",2012,"Lasioglossum inconditum","F"
"Davids",2012,"Lasioglossum inconditum","F",2012-08-08,0,"Davids",2012,"Lasioglossum inconditum","F"
"Davids",2012,"Lasioglossum inconditum","F",2012-08-20,0,"Davids",2012,"Lasioglossum inconditum","F"
"Davids",2012,"Lasioglossum ruidosense","F",2012-05-01,0,"Davids",2012,"Lasioglossum ruidosense","F"
"Davids",2012,"Lasioglossum ruidosense","F",2012-05-14,7,"Davids",2012,"Lasioglossum ruidosense","F"
"Davids",2012,"Lasioglossum ruidosense","F",2012-05-29,3,"Davids",2012,"Lasioglossum ruidosense","F"
"Davids",2012,"Lasioglossum ruidosense","F",2012-06-11,2,"Davids",2012,"Lasioglossum ruidosense","F"
"Davids",2012,"Lasioglossum ruidosense","F",2012-06-26,0,"Davids",2012,"Lasioglossum ruidosense","F"
"Davids",2012,"Lasioglossum ruidosense","F",2012-07-09,2,"Davids",2012,"Lasioglossum ruidosense","F"
"Davids",2012,"Lasioglossum ruidosense","F",2012-07-24,3,"Davids",2012,"Lasioglossum ruidosense","F"
"Davids",2012,"Lasioglossum ruidosense","F",2012-08-08,1,"Davids",2012,"Lasioglossum ruidosense","F"
"Davids",2012,"Lasioglossum ruidosense","F",2012-08-20,0,"Davids",2012,"Lasioglossum ruidosense","F"
"Davids",2012,"Lasioglossum tenax","F",2012-05-01,0,"Davids",2012,"Lasioglossum tenax","F"
"Davids",2012,"Lasioglossum tenax","F",2012-05-14,7,"Davids",2012,"Lasioglossum tenax","F"
"Davids",2012,"Lasioglossum tenax","F",2012-05-29,1,"Davids",2012,"Lasioglossum tenax","F"
"Davids",2012,"Lasioglossum tenax","F",2012-06-11,0,"Davids",2012,"Lasioglossum tenax","F"
"Davids",2012,"Lasioglossum tenax","F",2012-06-26,1,"Davids",2012,"Lasioglossum tenax","F"
"Davids",2012,"Lasioglossum tenax","F",2012-07-09,0,"Davids",2012,"Lasioglossum tenax","F"
"Davids",2012,"Lasioglossum tenax","F",2012-07-24,0,"Davids",2012,"Lasioglossum tenax","F"
"Davids",2012,"Lasioglossum tenax","F",2012-08-08,0,"Davids",2012,"Lasioglossum tenax","F"
"Davids",2012,"Lasioglossum tenax","F",2012-08-20,0,"Davids",2012,"Lasioglossum tenax","F"
"Davids",2012,"Osmia albolateralis","M",2012-05-01,0,"Davids",2012,"Osmia albolateralis","M"
"Davids",2012,"Osmia albolateralis","M",2012-05-14,2,"Davids",2012,"Osmia albolateralis","M"
"Davids",2012,"Osmia albolateralis","M",2012-05-29,0,"Davids",2012,"Osmia albolateralis","M"
"Davids",2012,"Osmia albolateralis","M",2012-06-11,0,"Davids",2012,"Osmia albolateralis","M"
"Davids",2012,"Osmia albolateralis","M",2012-06-26,0,"Davids",2012,"Osmia albolateralis","M"
"Davids",2012,"Osmia albolateralis","M",2012-07-09,0,"Davids",2012,"Osmia albolateralis","M"
"Davids",2012,"Osmia albolateralis","M",2012-07-24,0,"Davids",2012,"Osmia albolateralis","M"
"Davids",2012,"Osmia albolateralis","M",2012-08-08,0,"Davids",2012,"Osmia albolateralis","M"
"Davids",2012,"Osmia albolateralis","M",2012-08-20,0,"Davids",2012,"Osmia albolateralis","M"
"Davids",2012,"Halictus virgatellus","F",2012-05-01,0,"Davids",2012,"Halictus virgatellus","F"
"Davids",2012,"Halictus virgatellus","F",2012-05-14,1,"Davids",2012,"Halictus virgatellus","F"
"Davids",2012,"Halictus virgatellus","F",2012-05-29,0,"Davids",2012,"Halictus virgatellus","F"
"Davids",2012,"Halictus virgatellus","F",2012-06-11,1,"Davids",2012,"Halictus virgatellus","F"
"Davids",2012,"Halictus virgatellus","F",2012-06-26,0,"Davids",2012,"Halictus virgatellus","F"
"Davids",2012,"Halictus virgatellus","F",2012-07-09,2,"Davids",2012,"Halictus virgatellus","F"
"Davids",2012,"Halictus virgatellus","F",2012-07-24,2,"Davids",2012,"Halictus virgatellus","F"
"Davids",2012,"Halictus virgatellus","F",2012-08-08,0,"Davids",2012,"Halictus virgatellus","F"
"Davids",2012,"Halictus virgatellus","F",2012-08-20,0,"Davids",2012,"Halictus virgatellus","F"
"Davids",2012,"Osmia bucephala","F",2012-05-01,0,"Davids",2012,"Osmia bucephala","F"
"Davids",2012,"Osmia bucephala","F",2012-05-14,0,"Davids",2012,"Osmia bucephala","F"
"Davids",2012,"Osmia bucephala","F",2012-05-29,3,"Davids",2012,"Osmia bucephala","F"
"Davids",2012,"Osmia bucephala","F",2012-06-11,0,"Davids",2012,"Osmia bucephala","F"
"Davids",2012,"Osmia bucephala","F",2012-06-26,0,"Davids",2012,"Osmia bucephala","F"
"Davids",2012,"Osmia bucephala","F",2012-07-09,1,"Davids",2012,"Osmia bucephala","F"
"Davids",2012,"Osmia bucephala","F",2012-07-24,0,"Davids",2012,"Osmia bucephala","F"
"Davids",2012,"Osmia bucephala","F",2012-08-08,0,"Davids",2012,"Osmia bucephala","F"
"Davids",2012,"Osmia bucephala","F",2012-08-20,0,"Davids",2012,"Osmia bucephala","F"
"Davids",2012,"Megachile relativa","M",2012-05-01,0,"Davids",2012,"Megachile relativa","M"
"Davids",2012,"Megachile relativa","M",2012-05-14,0,"Davids",2012,"Megachile relativa","M"
"Davids",2012,"Megachile relativa","M",2012-05-29,1,"Davids",2012,"Megachile relativa","M"
"Davids",2012,"Megachile relativa","M",2012-06-11,1,"Davids",2012,"Megachile relativa","M"
"Davids",2012,"Megachile relativa","M",2012-06-26,0,"Davids",2012,"Megachile relativa","M"
"Davids",2012,"Megachile relativa","M",2012-07-09,0,"Davids",2012,"Megachile relativa","M"
"Davids",2012,"Megachile relativa","M",2012-07-24,0,"Davids",2012,"Megachile relativa","M"
"Davids",2012,"Megachile relativa","M",2012-08-08,0,"Davids",2012,"Megachile relativa","M"
"Davids",2012,"Megachile relativa","M",2012-08-20,0,"Davids",2012,"Megachile relativa","M"
"Davids",2012,"Lasioglossum trizonatum","F",2012-05-01,0,"Davids",2012,"Lasioglossum trizonatum","F"
"Davids",2012,"Lasioglossum trizonatum","F",2012-05-14,0,"Davids",2012,"Lasioglossum trizonatum","F"
"Davids",2012,"Lasioglossum trizonatum","F",2012-05-29,2,"Davids",2012,"Lasioglossum trizonatum","F"
"Davids",2012,"Lasioglossum trizonatum","F",2012-06-11,0,"Davids",2012,"Lasioglossum trizonatum","F"
"Davids",2012,"Lasioglossum trizonatum","F",2012-06-26,0,"Davids",2012,"Lasioglossum trizonatum","F"
"Davids",2012,"Lasioglossum trizonatum","F",2012-07-09,0,"Davids",2012,"Lasioglossum trizonatum","F"
"Davids",2012,"Lasioglossum trizonatum","F",2012-07-24,0,"Davids",2012,"Lasioglossum trizonatum","F"
"Davids",2012,"Lasioglossum trizonatum","F",2012-08-08,0,"Davids",2012,"Lasioglossum trizonatum","F"
"Davids",2012,"Lasioglossum trizonatum","F",2012-08-20,0,"Davids",2012,"Lasioglossum trizonatum","F"
"Davids",2012,"Osmia proxima","M",2012-05-01,0,"Davids",2012,"Osmia proxima","M"
"Davids",2012,"Osmia proxima","M",2012-05-14,0,"Davids",2012,"Osmia proxima","M"
"Davids",2012,"Osmia proxima","M",2012-05-29,1,"Davids",2012,"Osmia proxima","M"
"Davids",2012,"Osmia proxima","M",2012-06-11,0,"Davids",2012,"Osmia proxima","M"
"Davids",2012,"Osmia proxima","M",2012-06-26,0,"Davids",2012,"Osmia proxima","M"
"Davids",2012,"Osmia proxima","M",2012-07-09,0,"Davids",2012,"Osmia proxima","M"
"Davids",2012,"Osmia proxima","M",2012-07-24,0,"Davids",2012,"Osmia proxima","M"
"Davids",2012,"Osmia proxima","M",2012-08-08,0,"Davids",2012,"Osmia proxima","M"
"Davids",2012,"Osmia proxima","M",2012-08-20,0,"Davids",2012,"Osmia proxima","M"
"Davids",2012,"Osmia proxima","F",2012-05-01,0,"Davids",2012,"Osmia proxima","F"
"Davids",2012,"Osmia proxima","F",2012-05-14,0,"Davids",2012,"Osmia proxima","F"
"Davids",2012,"Osmia proxima","F",2012-05-29,1,"Davids",2012,"Osmia proxima","F"
"Davids",2012,"Osmia proxima","F",2012-06-11,0,"Davids",2012,"Osmia proxima","F"
"Davids",2012,"Osmia proxima","F",2012-06-26,0,"Davids",2012,"Osmia proxima","F"
"Davids",2012,"Osmia proxima","F",2012-07-09,0,"Davids",2012,"Osmia proxima","F"
"Davids",2012,"Osmia proxima","F",2012-07-24,0,"Davids",2012,"Osmia proxima","F"
"Davids",2012,"Osmia proxima","F",2012-08-08,0,"Davids",2012,"Osmia proxima","F"
"Davids",2012,"Osmia proxima","F",2012-08-20,0,"Davids",2012,"Osmia proxima","F"
"Davids",2012,"Halictus rubicundus","F",2012-05-01,0,"Davids",2012,"Halictus rubicundus","F"
"Davids",2012,"Halictus rubicundus","F",2012-05-14,0,"Davids",2012,"Halictus rubicundus","F"
"Davids",2012,"Halictus rubicundus","F",2012-05-29,1,"Davids",2012,"Halictus rubicundus","F"
"Davids",2012,"Halictus rubicundus","F",2012-06-11,0,"Davids",2012,"Halictus rubicundus","F"
"Davids",2012,"Halictus rubicundus","F",2012-06-26,0,"Davids",2012,"Halictus rubicundus","F"
"Davids",2012,"Halictus rubicundus","F",2012-07-09,2,"Davids",2012,"Halictus rubicundus","F"
"Davids",2012,"Halictus rubicundus","F",2012-07-24,0,"Davids",2012,"Halictus rubicundus","F"
"Davids",2012,"Halictus rubicundus","F",2012-08-08,0,"Davids",2012,"Halictus rubicundus","F"
"Davids",2012,"Halictus rubicundus","F",2012-08-20,0,"Davids",2012,"Halictus rubicundus","F"
"Davids",2012,"Lasioglossum abundipunctum","F",2012-05-01,0,"Davids",2012,"Lasioglossum abundipunctum","F"
"Davids",2012,"Lasioglossum abundipunctum","F",2012-05-14,0,"Davids",2012,"Lasioglossum abundipunctum","F"
"Davids",2012,"Lasioglossum abundipunctum","F",2012-05-29,2,"Davids",2012,"Lasioglossum abundipunctum","F"
"Davids",2012,"Lasioglossum abundipunctum","F",2012-06-11,0,"Davids",2012,"Lasioglossum abundipunctum","F"
"Davids",2012,"Lasioglossum abundipunctum","F",2012-06-26,0,"Davids",2012,"Lasioglossum abundipunctum","F"
"Davids",2012,"Lasioglossum abundipunctum","F",2012-07-09,0,"Davids",2012,"Lasioglossum abundipunctum","F"
"Davids",2012,"Lasioglossum abundipunctum","F",2012-07-24,0,"Davids",2012,"Lasioglossum abundipunctum","F"
"Davids",2012,"Lasioglossum abundipunctum","F",2012-08-08,0,"Davids",2012,"Lasioglossum abundipunctum","F"
"Davids",2012,"Lasioglossum abundipunctum","F",2012-08-20,0,"Davids",2012,"Lasioglossum abundipunctum","F"
"Davids",2012,"Osmia subaustralis","F",2012-05-01,0,"Davids",2012,"Osmia subaustralis","F"
"Davids",2012,"Osmia subaustralis","F",2012-05-14,0,"Davids",2012,"Osmia subaustralis","F"
"Davids",2012,"Osmia subaustralis","F",2012-05-29,1,"Davids",2012,"Osmia subaustralis","F"
"Davids",2012,"Osmia subaustralis","F",2012-06-11,1,"Davids",2012,"Osmia subaustralis","F"
"Davids",2012,"Osmia subaustralis","F",2012-06-26,0,"Davids",2012,"Osmia subaustralis","F"
"Davids",2012,"Osmia subaustralis","F",2012-07-09,0,"Davids",2012,"Osmia subaustralis","F"
"Davids",2012,"Osmia subaustralis","F",2012-07-24,0,"Davids",2012,"Osmia subaustralis","F"
"Davids",2012,"Osmia subaustralis","F",2012-08-08,0,"Davids",2012,"Osmia subaustralis","F"
"Davids",2012,"Osmia subaustralis","F",2012-08-20,0,"Davids",2012,"Osmia subaustralis","F"
"Davids",2012,"Hylaeus basalis","F",2012-05-01,0,"Davids",2012,"Hylaeus basalis","F"
"Davids",2012,"Hylaeus basalis","F",2012-05-14,0,"Davids",2012,"Hylaeus basalis","F"
"Davids",2012,"Hylaeus basalis","F",2012-05-29,1,"Davids",2012,"Hylaeus basalis","F"
"Davids",2012,"Hylaeus basalis","F",2012-06-11,1,"Davids",2012,"Hylaeus basalis","F"
"Davids",2012,"Hylaeus basalis","F",2012-06-26,0,"Davids",2012,"Hylaeus basalis","F"
"Davids",2012,"Hylaeus basalis","F",2012-07-09,1,"Davids",2012,"Hylaeus basalis","F"
"Davids",2012,"Hylaeus basalis","F",2012-07-24,0,"Davids",2012,"Hylaeus basalis","F"
"Davids",2012,"Hylaeus basalis","F",2012-08-08,0,"Davids",2012,"Hylaeus basalis","F"
"Davids",2012,"Hylaeus basalis","F",2012-08-20,0,"Davids",2012,"Hylaeus basalis","F"
"Davids",2012,"Osmia longula","F",2012-05-01,0,"Davids",2012,"Osmia longula","F"
"Davids",2012,"Osmia longula","F",2012-05-14,0,"Davids",2012,"Osmia longula","F"
"Davids",2012,"Osmia longula","F",2012-05-29,0,"Davids",2012,"Osmia longula","F"
"Davids",2012,"Osmia longula","F",2012-06-11,1,"Davids",2012,"Osmia longula","F"
"Davids",2012,"Osmia longula","F",2012-06-26,0,"Davids",2012,"Osmia longula","F"
"Davids",2012,"Osmia longula","F",2012-07-09,0,"Davids",2012,"Osmia longula","F"
"Davids",2012,"Osmia longula","F",2012-07-24,0,"Davids",2012,"Osmia longula","F"
"Davids",2012,"Osmia longula","F",2012-08-08,0,"Davids",2012,"Osmia longula","F"
"Davids",2012,"Osmia longula","F",2012-08-20,0,"Davids",2012,"Osmia longula","F"
"Davids",2012,"Osmia simillima","M",2012-05-01,0,"Davids",2012,"Osmia simillima","M"
"Davids",2012,"Osmia simillima","M",2012-05-14,0,"Davids",2012,"Osmia simillima","M"
"Davids",2012,"Osmia simillima","M",2012-05-29,0,"Davids",2012,"Osmia simillima","M"
"Davids",2012,"Osmia simillima","M",2012-06-11,1,"Davids",2012,"Osmia simillima","M"
