"species","sex","site","date","year","dataset","lat","lon","effort","ab","doy"
"Panurginus ineptus","M","Beaver",2012-07-10,2012,"rmbl",38.961597,-106.993975,5.26666666666667,1,192
"Hylaeus annulatus","M","Beaver",2012-07-10,2012,"rmbl",38.961597,-106.993975,5.26666666666667,2,192
"Lasioglossum tenax","F","Beaver",2012-07-10,2012,"rmbl",38.961597,-106.993975,5.26666666666667,2,192
"Megachile relativa","F","Beaver",2012-07-10,2012,"rmbl",38.961597,-106.993975,5.26666666666667,2,192
"Osmia nigrifrons","F","Beaver",2012-07-10,2012,"rmbl",38.961597,-106.993975,5.26666666666667,1,192
"Megachile relativa","M","Beaver",2012-07-10,2012,"rmbl",38.961597,-106.993975,5.26666666666667,1,192
"Pseudopanurgus didirupa","F","Beaver",2012-07-10,2012,"rmbl",38.961597,-106.993975,5.26666666666667,1,192
"Hoplitis fulgida","F","Beaver",2012-07-10,2012,"rmbl",38.961597,-106.993975,5.26666666666667,1,192
"Anthophora terminalis","F","Beaver",2012-07-10,2012,"rmbl",38.961597,-106.993975,5.26666666666667,1,192
"Epeolus americanus","F","Beaver",2012-07-10,2012,"rmbl",38.961597,-106.993975,5.26666666666667,1,192
"Lasioglossum ruidosense","F","Beaver",2012-07-10,2012,"rmbl",38.961597,-106.993975,5.26666666666667,1,192
"Dufourea fimbriata","F","Beaver",2012-07-10,2012,"rmbl",38.961597,-106.993975,5.26666666666667,5,192
"Hoplitis fulgida","M","Beaver",2012-07-10,2012,"rmbl",38.961597,-106.993975,5.26666666666667,1,192
"Dufourea harveyi","F","Beaver",2012-07-10,2012,"rmbl",38.961597,-106.993975,5.26666666666667,1,192
"Pseudopanurgus bakeri","M","Beaver",2012-07-10,2012,"rmbl",38.961597,-106.993975,5.26666666666667,1,192
"Megachile relativa","F","Beaver",2012-07-26,2012,"rmbl",38.961597,-106.993975,5,2,208
"Andrena apacheorum/columbiana","F","Beaver",2012-07-26,2012,"rmbl",38.961597,-106.993975,5,1,208
"Hoplitis robusta","F","Beaver",2012-07-26,2012,"rmbl",38.961597,-106.993975,5,2,208
"Dufourea fimbriata","F","Beaver",2012-07-26,2012,"rmbl",38.961597,-106.993975,5,1,208
"Pseudopanurgus bakeri","M","Beaver",2012-07-26,2012,"rmbl",38.961597,-106.993975,5,1,208
"Megachile pugnata","M","Beaver",2012-07-26,2012,"rmbl",38.961597,-106.993975,5,1,208
"Halictus virgatellus","M","Beaver",2012-07-26,2012,"rmbl",38.961597,-106.993975,5,2,208
"Hylaeus annulatus","F","Beaver",2012-07-26,2012,"rmbl",38.961597,-106.993975,5,2,208
"Panurginus cressoniellus","F","Beaver",2012-07-26,2012,"rmbl",38.961597,-106.993975,5,1,208
"Megachile melanophaea","F","Beaver",2012-07-26,2012,"rmbl",38.961597,-106.993975,5,1,208
"Osmia longula","F","Beaver",2012-07-26,2012,"rmbl",38.961597,-106.993975,5,1,208
"Pseudopanurgus bakeri","","Beaver",2012-07-26,2012,"rmbl",38.961597,-106.993975,5,1,208
"Osmia grindeliae","F","Beaver",2012-08-09,2012,"rmbl",38.961597,-106.993975,4.95,1,222
"Panurginus cressoniellus","F","Beaver",2012-08-09,2012,"rmbl",38.961597,-106.993975,4.95,1,222
"Lasioglossum nigrum","F","Beaver",2012-08-09,2012,"rmbl",38.961597,-106.993975,4.95,1,222
"Hylaeus annulatus","F","Beaver",2012-08-09,2012,"rmbl",38.961597,-106.993975,4.95,4,222
"Lasioglossum sedi","F","Beaver",2012-08-09,2012,"rmbl",38.961597,-106.993975,4.95,1,222
"Megachile inermis","F","Beaver",2012-08-09,2012,"rmbl",38.961597,-106.993975,4.95,1,222
"Lasioglossum ruidosense","F","Beaver",2012-08-09,2012,"rmbl",38.961597,-106.993975,4.95,1,222
"Andrena costillensis","F","Beaver",2012-08-09,2012,"rmbl",38.961597,-106.993975,4.95,1,222
"Lasioglossum ruidosense","F","Beaver",2012-08-27,2012,"rmbl",38.961597,-106.993975,4.83333333333333,1,240
"Hylaeus annulatus","M","Beaver",2013-06-25,2013,"rmbl",38.961597,-106.993975,5.63333333333333,1,176
"Hoplitis robusta","M","Beaver",2013-06-25,2013,"rmbl",38.961597,-106.993975,5.63333333333333,2,176
"Panurginus ineptus","M","Beaver",2013-06-25,2013,"rmbl",38.961597,-106.993975,5.63333333333333,3,176
"Panurginus ineptus","F","Beaver",2013-06-25,2013,"rmbl",38.961597,-106.993975,5.63333333333333,1,176
"Andrena macoupinensis","F","Beaver",2013-06-25,2013,"rmbl",38.961597,-106.993975,5.63333333333333,1,176
"Pseudopanurgus bakeri","M","Beaver",2013-06-25,2013,"rmbl",38.961597,-106.993975,5.63333333333333,1,176
"Osmia nigriventris","F","Beaver",2013-07-31,2013,"rmbl",38.961597,-106.993975,4.63333333333333,1,212
"Megachile subexilis","M","Beaver",2013-07-31,2013,"rmbl",38.961597,-106.993975,4.63333333333333,1,212
"Pseudopanurgus didirupa","F","Beaver",2013-07-31,2013,"rmbl",38.961597,-106.993975,4.63333333333333,1,212
"Lasioglossum ruidosense","F","Beaver",2013-07-31,2013,"rmbl",38.961597,-106.993975,4.63333333333333,1,212
"Hylaeus annulatus","M","Beaver",2013-07-31,2013,"rmbl",38.961597,-106.993975,4.63333333333333,1,212
"Pseudopanurgus didirupa","F","Beaver",2013-08-16,2013,"rmbl",38.961597,-106.993975,6.51666666666667,1,228
"Lasioglossum semicaeruleum","F","Beaver",2013-08-16,2013,"rmbl",38.961597,-106.993975,6.51666666666667,1,228
"Lasioglossum ruidosense","F","Beaver",2013-08-16,2013,"rmbl",38.961597,-106.993975,6.51666666666667,3,228
"Hylaeus annulatus","F","Beaver",2013-08-16,2013,"rmbl",38.961597,-106.993975,6.51666666666667,5,228
"Megachile subexilis","M","Beaver",2013-08-16,2013,"rmbl",38.961597,-106.993975,6.51666666666667,1,228
"Dufourea harveyi","F","Beaver",2013-08-16,2013,"rmbl",38.961597,-106.993975,6.51666666666667,1,228
"Pseudopanurgus bakeri","M","Beaver",2013-08-16,2013,"rmbl",38.961597,-106.993975,6.51666666666667,1,228
"Halictus rubicundus","M","Beaver",2013-08-16,2013,"rmbl",38.961597,-106.993975,6.51666666666667,1,228
"Halictus virgatellus","M","Beaver",2013-08-16,2013,"rmbl",38.961597,-106.993975,6.51666666666667,1,228
"Lasioglossum inconditum","F","Beaver",2013-08-16,2013,"rmbl",38.961597,-106.993975,6.51666666666667,1,228
"Halictus virgatellus","F","Beaver",2014-06-17,2014,"rmbl",38.961597,-106.993975,5.66666666666667,13,168
"Lasioglossum inconditum","F","Beaver",2014-06-17,2014,"rmbl",38.961597,-106.993975,5.66666666666667,1,168
"Lasioglossum ruidosense","F","Beaver",2014-06-17,2014,"rmbl",38.961597,-106.993975,5.66666666666667,5,168
"Lasioglossum sedi","F","Beaver",2014-06-17,2014,"rmbl",38.961597,-106.993975,5.66666666666667,6,168
"Andrena transnigra","F","Beaver",2014-06-17,2014,"rmbl",38.961597,-106.993975,5.66666666666667,1,168
"Lasioglossum nigrum","F","Beaver",2014-06-17,2014,"rmbl",38.961597,-106.993975,5.66666666666667,4,168
"Halictus virgatellus","F","Beaver",2014-07-02,2014,"rmbl",38.961597,-106.993975,6.1,1,183
"Panurginus ineptus","F","Beaver",2014-07-02,2014,"rmbl",38.961597,-106.993975,6.1,4,183
"Hoplitis fulgida","F","Beaver",2014-07-02,2014,"rmbl",38.961597,-106.993975,6.1,2,183
"Panurginus ineptus","M","Beaver",2014-07-02,2014,"rmbl",38.961597,-106.993975,6.1,5,183
"Panurginus cressoniellus","M","Beaver",2014-07-02,2014,"rmbl",38.961597,-106.993975,6.1,1,183
"Panurginus cressoniellus","M","Beaver",2014-07-15,2014,"rmbl",38.961597,-106.993975,5.58333333333333,5,196
"Panurginus cressoniellus","F","Beaver",2014-07-15,2014,"rmbl",38.961597,-106.993975,5.58333333333333,2,196
"Hoplitis fulgida","M","Beaver",2014-07-15,2014,"rmbl",38.961597,-106.993975,5.58333333333333,1,196
"Panurginus ineptus","M","Beaver",2014-07-15,2014,"rmbl",38.961597,-106.993975,5.58333333333333,2,196
"Colletes consors","M","Beaver",2014-07-15,2014,"rmbl",38.961597,-106.993975,5.58333333333333,1,196
"Halictus virgatellus","M","Beaver",2014-07-31,2014,"rmbl",38.961597,-106.993975,6.01666666666667,4,212
"Halictus virgatellus","M","Beaver",2014-08-11,2014,"rmbl",38.961597,-106.993975,6.08333333333333,2,223
"Halictus virgatellus","F","Beaver",2014-08-11,2014,"rmbl",38.961597,-106.993975,6.08333333333333,2,223
"Hylaeus verticalis","","Beaver",2014-08-11,2014,"rmbl",38.961597,-106.993975,6.08333333333333,1,223
"Pseudopanurgus bakeri","M","Beaver",2014-08-11,2014,"rmbl",38.961597,-106.993975,6.08333333333333,3,223
"Lasioglossum sandhousiellum","M","Beaver",2014-08-11,2014,"rmbl",38.961597,-106.993975,6.08333333333333,3,223
"Lasioglossum pavoninum","F","Beaver",2014-08-11,2014,"rmbl",38.961597,-106.993975,6.08333333333333,2,223
"Hoplitis robusta","F","Beaver",2014-08-11,2014,"rmbl",38.961597,-106.993975,6.08333333333333,1,223
"Lasioglossum ruidosense","F","Beaver",2014-08-11,2014,"rmbl",38.961597,-106.993975,6.08333333333333,2,223
"Dufourea harveyi","F","Beaver",2014-08-11,2014,"rmbl",38.961597,-106.993975,6.08333333333333,1,223
"Lasioglossum nigrum","F","Beaver",2015-05-26,2015,"rmbl",38.961597,-106.993975,6.55,4,146
"Halictus rubicundus","F","Beaver",2015-06-09,2015,"rmbl",38.961597,-106.993975,8.06666666666667,2,160
"Lasioglossum nigrum","F","Beaver",2015-06-09,2015,"rmbl",38.961597,-106.993975,8.06666666666667,5,160
"Halictus virgatellus","F","Beaver",2015-06-09,2015,"rmbl",38.961597,-106.993975,8.06666666666667,13,160
"Lasioglossum ruidosense","F","Beaver",2015-06-09,2015,"rmbl",38.961597,-106.993975,8.06666666666667,4,160
"Lasioglossum sedi","F","Beaver",2015-06-09,2015,"rmbl",38.961597,-106.993975,8.06666666666667,6,160
"Andrena algida","F","Beaver",2015-06-09,2015,"rmbl",38.961597,-106.993975,8.06666666666667,1,160
"Halictus rubicundus","F","Beaver",2015-06-24,2015,"rmbl",38.961597,-106.993975,7.46666666666667,1,175
"Halictus virgatellus","F","Beaver",2015-06-24,2015,"rmbl",38.961597,-106.993975,7.46666666666667,11,175
"Lasioglossum nigrum","F","Beaver",2015-06-24,2015,"rmbl",38.961597,-106.993975,7.46666666666667,2,175
"Panurginus ineptus","M","Beaver",2015-06-24,2015,"rmbl",38.961597,-106.993975,7.46666666666667,1,175
"Lasioglossum sedi","F","Beaver",2015-06-24,2015,"rmbl",38.961597,-106.993975,7.46666666666667,1,175
"Lasioglossum ruidosense","F","Beaver",2015-06-24,2015,"rmbl",38.961597,-106.993975,7.46666666666667,1,175
"Halictus confusus","F","Beaver",2015-06-24,2015,"rmbl",38.961597,-106.993975,7.46666666666667,1,175
"Panurginus ineptus","F","Beaver",2015-07-14,2015,"rmbl",38.961597,-106.993975,5.58333333333333,1,195
"Panurginus cressoniellus","M","Beaver",2015-07-14,2015,"rmbl",38.961597,-106.993975,5.58333333333333,1,195
"Panurginus cressoniellus","F","Beaver",2015-07-14,2015,"rmbl",38.961597,-106.993975,5.58333333333333,2,195
"Panurginus cressoniellus","F","Beaver",2015-07-28,2015,"rmbl",38.961597,-106.993975,7.26666666666667,6,209
"Lasioglossum ruidosense","F","Beaver",2015-07-28,2015,"rmbl",38.961597,-106.993975,7.26666666666667,1,209
"Halictus virgatellus","F","Beaver",2015-07-28,2015,"rmbl",38.961597,-106.993975,7.26666666666667,1,209
"Hoplitis robusta","F","Beaver",2015-07-28,2015,"rmbl",38.961597,-106.993975,7.26666666666667,2,209
"Panurginus cressoniellus","M","Beaver",2015-07-28,2015,"rmbl",38.961597,-106.993975,7.26666666666667,3,209
"Panurginus ineptus","F","Beaver",2015-07-28,2015,"rmbl",38.961597,-106.993975,7.26666666666667,2,209
"Osmia subaustralis","F","Beaver",2015-07-28,2015,"rmbl",38.961597,-106.993975,7.26666666666667,1,209
"Hylaeus basalis","F","Beaver",2015-08-10,2015,"rmbl",38.961597,-106.993975,6.13333333333333,2,222
"Halictus rubicundus","M","Beaver",2015-08-10,2015,"rmbl",38.961597,-106.993975,6.13333333333333,3,222
"Panurginus cressoniellus","F","Beaver",2015-08-10,2015,"rmbl",38.961597,-106.993975,6.13333333333333,3,222
"Panurginus cressoniellus","M","Beaver",2015-08-10,2015,"rmbl",38.961597,-106.993975,6.13333333333333,1,222
"Panurginus ineptus","F","Beaver",2015-08-10,2015,"rmbl",38.961597,-106.993975,6.13333333333333,1,222
"Dufourea harveyi","M","Beaver",2015-08-10,2015,"rmbl",38.961597,-106.993975,6.13333333333333,1,222
"Lasioglossum inconditum","F","Beaver",2015-08-10,2015,"rmbl",38.961597,-106.993975,6.13333333333333,1,222
"Hylaeus basalis","F","Beaver",2015-08-29,2015,"rmbl",38.961597,-106.993975,6.4,1,241
"Halictus virgatellus","F","Beaver",2015-08-29,2015,"rmbl",38.961597,-106.993975,6.4,9,241
"Panurginus ineptus","F","Beaver",2015-08-29,2015,"rmbl",38.961597,-106.993975,6.4,3,241
"Lasioglossum nigrum","F","Beaver",2015-08-29,2015,"rmbl",38.961597,-106.993975,6.4,4,241
"Lasioglossum ruidosense","F","Beaver",2015-08-29,2015,"rmbl",38.961597,-106.993975,6.4,8,241
"Panurginus cressoniellus","F","Beaver",2015-08-29,2015,"rmbl",38.961597,-106.993975,6.4,1,241
"Hoplitis robusta","F","Beaver",2015-08-29,2015,"rmbl",38.961597,-106.993975,6.4,1,241
"Dufourea fimbriata","F","Beaver",2015-08-29,2015,"rmbl",38.961597,-106.993975,6.4,1,241
"Dufourea harveyi","F","Beaver",2015-08-29,2015,"rmbl",38.961597,-106.993975,6.4,3,241
"Lasioglossum sedi","F","Beaver",2015-08-29,2015,"rmbl",38.961597,-106.993975,6.4,9,241
"Lasioglossum obnubilum","F","Beaver",2015-08-29,2015,"rmbl",38.961597,-106.993975,6.4,2,241
"Hylaeus annulatus","F","Beaver",2015-08-29,2015,"rmbl",38.961597,-106.993975,6.4,2,241
"Megachile subexilis","M","Beaver",2015-08-29,2015,"rmbl",38.961597,-106.993975,6.4,1,241
"Pseudopanurgus bakeri","F","Beaver",2015-08-29,2015,"rmbl",38.961597,-106.993975,6.4,2,241
"Halictus rubicundus","F","Beaver",2015-08-29,2015,"rmbl",38.961597,-106.993975,6.4,2,241
"Pseudopanurgus didirupa","F","Beaver",2015-08-29,2015,"rmbl",38.961597,-106.993975,6.4,4,241
"Halictus rubicundus","M","Beaver",2015-08-29,2015,"rmbl",38.961597,-106.993975,6.4,1,241
"Lasioglossum tenax","F","Beaver",2015-08-29,2015,"rmbl",38.961597,-106.993975,6.4,2,241
"Lasioglossum inconditum","F","Beaver",2015-08-29,2015,"rmbl",38.961597,-106.993975,6.4,1,241
"Lasioglossum ruidosense","M","Beaver",2015-08-29,2015,"rmbl",38.961597,-106.993975,6.4,1,241
"Halictus virgatellus","F","Beaver",2016-06-02,2016,"rmbl",38.961597,-106.993975,7.45,16,154
"Lasioglossum nigrum","F","Beaver",2016-06-02,2016,"rmbl",38.961597,-106.993975,7.45,39,154
"Lasioglossum sedi","F","Beaver",2016-06-02,2016,"rmbl",38.961597,-106.993975,7.45,25,154
"Lasioglossum inconditum","F","Beaver",2016-06-02,2016,"rmbl",38.961597,-106.993975,7.45,4,154
"Lasioglossum trizonatum","F","Beaver",2016-06-02,2016,"rmbl",38.961597,-106.993975,7.45,1,154
"Lasioglossum tenax","F","Beaver",2016-06-02,2016,"rmbl",38.961597,-106.993975,7.45,3,154
"Lasioglossum prasinogaster","F","Beaver",2016-06-02,2016,"rmbl",38.961597,-106.993975,7.45,1,154
"Halictus virgatellus","F","Beaver",2016-06-16,2016,"rmbl",38.961597,-106.993975,7.33333333333333,11,168
"Lasioglossum nigrum","F","Beaver",2016-06-16,2016,"rmbl",38.961597,-106.993975,7.33333333333333,3,168
"Panurginus ineptus","F","Beaver",2016-06-16,2016,"rmbl",38.961597,-106.993975,7.33333333333333,1,168
"Osmia proxima","F","Beaver",2016-06-16,2016,"rmbl",38.961597,-106.993975,7.33333333333333,1,168
"Halictus rubicundus","F","Beaver",2016-06-16,2016,"rmbl",38.961597,-106.993975,7.33333333333333,2,168
"Osmia brevis","M","Beaver",2016-06-16,2016,"rmbl",38.961597,-106.993975,7.33333333333333,1,168
"Lasioglossum sedi","F","Beaver",2016-06-16,2016,"rmbl",38.961597,-106.993975,7.33333333333333,1,168
"Panurginus ineptus","M","Beaver",2016-06-16,2016,"rmbl",38.961597,-106.993975,7.33333333333333,3,168
"Lasioglossum ruidosense","F","Beaver",2016-06-16,2016,"rmbl",38.961597,-106.993975,7.33333333333333,1,168
"Panurginus ineptus","M","Beaver",2016-06-27,2016,"rmbl",38.961597,-106.993975,5.91666666666667,14,179
"Lasioglossum tenax","F","Beaver",2016-06-27,2016,"rmbl",38.961597,-106.993975,5.91666666666667,1,179
"Halictus virgatellus","F","Beaver",2016-06-27,2016,"rmbl",38.961597,-106.993975,5.91666666666667,2,179
"Osmia tristella","F","Beaver",2016-06-27,2016,"rmbl",38.961597,-106.993975,5.91666666666667,1,179
"Osmia bucephala","F","Beaver",2016-06-27,2016,"rmbl",38.961597,-106.993975,5.91666666666667,1,179
"Panurginus cressoniellus","M","Beaver",2016-07-14,2016,"rmbl",38.961597,-106.993975,6.85,20,196
"Hylaeus annulatus","F","Beaver",2016-07-14,2016,"rmbl",38.961597,-106.993975,6.85,1,196
"Hoplitis robusta","F","Beaver",2016-07-14,2016,"rmbl",38.961597,-106.993975,6.85,1,196
"Lasioglossum ruidosense","F","Beaver",2016-07-14,2016,"rmbl",38.961597,-106.993975,6.85,1,196
"Hoplitis fulgida","M","Beaver",2016-07-14,2016,"rmbl",38.961597,-106.993975,6.85,1,196
"Calliopsis teucrii","F","Beaver",2016-07-14,2016,"rmbl",38.961597,-106.993975,6.85,1,196
"Halictus virgatellus","F","Beaver",2016-07-14,2016,"rmbl",38.961597,-106.993975,6.85,2,196
"Lasioglossum nigrum","F","Beaver",2016-07-14,2016,"rmbl",38.961597,-106.993975,6.85,1,196
"Dufourea harveyi","M","Beaver",2016-07-14,2016,"rmbl",38.961597,-106.993975,6.85,2,196
"Osmia bucephala","F","Beaver",2016-07-14,2016,"rmbl",38.961597,-106.993975,6.85,1,196
"Osmia simillima","F","Beaver",2016-07-14,2016,"rmbl",38.961597,-106.993975,6.85,1,196
"Hoplitis robusta","M","Beaver",2016-07-14,2016,"rmbl",38.961597,-106.993975,6.85,1,196
"Halictus virgatellus","M","Beaver",2016-07-26,2016,"rmbl",38.961597,-106.993975,3.85,1,208
"Osmia bucephala","F","Beaver",2016-07-26,2016,"rmbl",38.961597,-106.993975,3.85,1,208
"Halictus virgatellus","F","Beaver",2016-08-10,2016,"rmbl",38.961597,-106.993975,4.25,1,223
"Lasioglossum inconditum","F","Beaver",2016-08-24,2016,"rmbl",38.961597,-106.993975,5.65,1,237
"Dufourea harveyi","F","Beaver",2016-08-24,2016,"rmbl",38.961597,-106.993975,5.65,1,237
"Andrena columbiana","F","Beaver",2016-08-24,2016,"rmbl",38.961597,-106.993975,5.65,1,237
"Pseudopanurgus bakeri","F","Beaver",2016-09-07,2016,"rmbl",38.961597,-106.993975,3.58333333333333,1,251
"Lasioglossum ruidosense","F","Beaver",2016-09-07,2016,"rmbl",38.961597,-106.993975,3.58333333333333,4,251
"Lasioglossum tenax","F","Beaver",2016-09-07,2016,"rmbl",38.961597,-106.993975,3.58333333333333,1,251
"Halictus rubicundus","F","Beaver",2016-09-07,2016,"rmbl",38.961597,-106.993975,3.58333333333333,1,251
"Lasioglossum inconditum","F","Beaver",2016-09-07,2016,"rmbl",38.961597,-106.993975,3.58333333333333,2,251
"Halictus virgatellus","F","Beaver",2016-09-07,2016,"rmbl",38.961597,-106.993975,3.58333333333333,2,251
"Lasioglossum nigrum","F","Beaver",2016-09-07,2016,"rmbl",38.961597,-106.993975,3.58333333333333,1,251
"Lasioglossum sedi","F","Beaver",2017-06-08,2017,"rmbl",38.961597,-106.993975,4.7,8,159
"Lasioglossum nigrum","F","Beaver",2017-06-08,2017,"rmbl",38.961597,-106.993975,4.7,10,159
"Lasioglossum tenax","F","Beaver",2017-06-08,2017,"rmbl",38.961597,-106.993975,4.7,4,159
"Lasioglossum inconditum","F","Beaver",2017-06-08,2017,"rmbl",38.961597,-106.993975,4.7,3,159
"Halictus virgatellus","F","Beaver",2017-06-08,2017,"rmbl",38.961597,-106.993975,4.7,9,159
"Lasioglossum ruidosense","F","Beaver",2017-06-08,2017,"rmbl",38.961597,-106.993975,4.7,2,159
"Lasioglossum ruidosense","F","Beaver",2017-06-21,2017,"rmbl",38.961597,-106.993975,4.86666666666667,1,172
"Halictus virgatellus","F","Beaver",2017-06-21,2017,"rmbl",38.961597,-106.993975,4.86666666666667,4,172
"Panurginus ineptus","M","Beaver",2017-06-21,2017,"rmbl",38.961597,-106.993975,4.86666666666667,8,172
"Lasioglossum sedi","F","Beaver",2017-06-21,2017,"rmbl",38.961597,-106.993975,4.86666666666667,2,172
"Lasioglossum tenax","F","Beaver",2017-06-21,2017,"rmbl",38.961597,-106.993975,4.86666666666667,1,172
"Ceratina neomexicana","M","Beaver",2017-06-21,2017,"rmbl",38.961597,-106.993975,4.86666666666667,1,172
"Andrena mariae","F","Beaver",2017-06-21,2017,"rmbl",38.961597,-106.993975,4.86666666666667,1,172
"Panurginus cressoniellus","F","Beaver",2017-07-07,2017,"rmbl",38.961597,-106.993975,4.41666666666667,10,188
"Panurginus cressoniellus","M","Beaver",2017-07-07,2017,"rmbl",38.961597,-106.993975,4.41666666666667,5,188
"Hoplitis robusta","F","Beaver",2017-07-07,2017,"rmbl",38.961597,-106.993975,4.41666666666667,1,188
"Halictus virgatellus","F","Beaver",2017-07-07,2017,"rmbl",38.961597,-106.993975,4.41666666666667,3,188
"Panurginus ineptus","M","Beaver",2017-07-07,2017,"rmbl",38.961597,-106.993975,4.41666666666667,4,188
"Lasioglossum inconditum","F","Beaver",2017-07-07,2017,"rmbl",38.961597,-106.993975,4.41666666666667,1,188
"Panurginus cressoniellus","M","Beaver",2017-07-19,2017,"rmbl",38.961597,-106.993975,3.8,1,200
"Panurginus cressoniellus","F","Beaver",2017-07-19,2017,"rmbl",38.961597,-106.993975,3.8,2,200
"Lasioglossum tenax","F","Beaver",2017-08-16,2017,"rmbl",38.961597,-106.993975,6.86666666666667,1,228
"Lasioglossum inconditum","F","Beaver",2017-08-16,2017,"rmbl",38.961597,-106.993975,6.86666666666667,1,228
"Halictus virgatellus","F","Beaver",2017-08-16,2017,"rmbl",38.961597,-106.993975,6.86666666666667,1,228
"Lasioglossum ruidosense","F","Beaver",2017-08-16,2017,"rmbl",38.961597,-106.993975,6.86666666666667,1,228
"Pseudopanurgus bakeri","M","Beaver",2017-08-30,2017,"rmbl",38.961597,-106.993975,4.8,1,242
"Hoplitis fulgida","F","Beaver",2018-08-01,2018,"rmbl",38.961597,-106.993975,4.63333333333333,1,213
"Lasioglossum trizonatum","F","CDOT",2015-05-18,2015,"rmbl",38.78257,-106.87002,7.08333333333333,15,138
"Lasioglossum cooleyi","F","CDOT",2015-05-18,2015,"rmbl",38.78257,-106.87002,7.08333333333333,1,138
"Lasioglossum inconditum","F","CDOT",2015-05-18,2015,"rmbl",38.78257,-106.87002,7.08333333333333,12,138
"Lasioglossum sedi","F","CDOT",2015-05-18,2015,"rmbl",38.78257,-106.87002,7.08333333333333,31,138
"Halictus tripartitus","F","CDOT",2015-05-18,2015,"rmbl",38.78257,-106.87002,7.08333333333333,1,138
"Ceratina nanula","M","CDOT",2015-05-18,2015,"rmbl",38.78257,-106.87002,7.08333333333333,3,138
"Lasioglossum ruidosense","F","CDOT",2015-05-18,2015,"rmbl",38.78257,-106.87002,7.08333333333333,2,138
"Lasioglossum abundipunctum","F","CDOT",2015-05-18,2015,"rmbl",38.78257,-106.87002,7.08333333333333,4,138
"Andrena algida","F","CDOT",2015-05-18,2015,"rmbl",38.78257,-106.87002,7.08333333333333,1,138
"Lasioglossum nigrum","F","CDOT",2015-05-18,2015,"rmbl",38.78257,-106.87002,7.08333333333333,1,138
"Lasioglossum pacatum","F","CDOT",2015-05-18,2015,"rmbl",38.78257,-106.87002,7.08333333333333,1,138
"Lasioglossum obnubilum","F","CDOT",2015-05-18,2015,"rmbl",38.78257,-106.87002,7.08333333333333,1,138
"Lasioglossum trizonatum","F","CDOT",2015-05-29,2015,"rmbl",38.78257,-106.87002,7.23333333333333,10,149
"Andrena algida","F","CDOT",2015-05-29,2015,"rmbl",38.78257,-106.87002,7.23333333333333,1,149
"Lasioglossum sisymbrii","F","CDOT",2015-05-29,2015,"rmbl",38.78257,-106.87002,7.23333333333333,1,149
"Osmia simillima","M","CDOT",2015-05-29,2015,"rmbl",38.78257,-106.87002,7.23333333333333,1,149
"Lasioglossum inconditum","F","CDOT",2015-05-29,2015,"rmbl",38.78257,-106.87002,7.23333333333333,23,149
"Osmia kincaidii","F","CDOT",2015-05-29,2015,"rmbl",38.78257,-106.87002,7.23333333333333,1,149
"Osmia kincaidii","M","CDOT",2015-05-29,2015,"rmbl",38.78257,-106.87002,7.23333333333333,1,149
"Lasioglossum pacatum","F","CDOT",2015-05-29,2015,"rmbl",38.78257,-106.87002,7.23333333333333,3,149
"Lasioglossum sedi","F","CDOT",2015-05-29,2015,"rmbl",38.78257,-106.87002,7.23333333333333,66,149
"Ceratina neomexicana","M","CDOT",2015-05-29,2015,"rmbl",38.78257,-106.87002,7.23333333333333,2,149
"Lasioglossum prasinogaster","F","CDOT",2015-05-29,2015,"rmbl",38.78257,-106.87002,7.23333333333333,2,149
"Lasioglossum ruidosense","F","CDOT",2015-05-29,2015,"rmbl",38.78257,-106.87002,7.23333333333333,5,149
"Lasioglossum obnubilum","F","CDOT",2015-05-29,2015,"rmbl",38.78257,-106.87002,7.23333333333333,1,149
"Ceratina nanula","F","CDOT",2015-05-29,2015,"rmbl",38.78257,-106.87002,7.23333333333333,2,149
"Ceratina nanula","M","CDOT",2015-05-29,2015,"rmbl",38.78257,-106.87002,7.23333333333333,6,149
"Halictus tripartitus","F","CDOT",2015-05-29,2015,"rmbl",38.78257,-106.87002,7.23333333333333,2,149
"Lasioglossum abundipunctum","F","CDOT",2015-05-29,2015,"rmbl",38.78257,-106.87002,7.23333333333333,6,149
"Halictus virgatellus","F","CDOT",2015-05-29,2015,"rmbl",38.78257,-106.87002,7.23333333333333,1,149
"Osmia subaustralis","M","CDOT",2015-05-29,2015,"rmbl",38.78257,-106.87002,7.23333333333333,1,149
"Halictus rubicundus","F","CDOT",2015-05-29,2015,"rmbl",38.78257,-106.87002,7.23333333333333,1,149
"Lasioglossum sandhousiellum","F","CDOT",2015-05-29,2015,"rmbl",38.78257,-106.87002,7.23333333333333,2,149
"Andrena medionitens","F","CDOT",2015-06-19,2015,"rmbl",38.78257,-106.87002,6.46666666666667,1,170
"Ceratina neomexicana","M","CDOT",2015-06-19,2015,"rmbl",38.78257,-106.87002,6.46666666666667,3,170
"Lasioglossum sedi","F","CDOT",2015-06-19,2015,"rmbl",38.78257,-106.87002,6.46666666666667,32,170
"Ceratina nanula","F","CDOT",2015-06-19,2015,"rmbl",38.78257,-106.87002,6.46666666666667,8,170
"Ceratina nanula","M","CDOT",2015-06-19,2015,"rmbl",38.78257,-106.87002,6.46666666666667,4,170
"Lasioglossum obnubilum","F","CDOT",2015-06-19,2015,"rmbl",38.78257,-106.87002,6.46666666666667,2,170
