"TransectID","SamplEvent","SiteID_Year","apis_abund","prop_apis","TctVolume","TctColor","ColorVolume","VolumeSimple","ColorSimple","trapdays","NTrapsFinal","Abundance","AbundDayTrap"
"MD1f021ef4","MDeaed14b1","MD25517680_2015",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",10,9.00000000000001,2,0.0222222222222222
"MD1f06091b","MD04994e51","MDc60449e8_2014",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",5.99999999999999,9.00000000000003,2,0.037037037037037
"MD1f07fac0","MD0e1bf647","MD5899fd10_2003",0,0,"bowl 3.25oz","yellow,white","yellow,whitebowl 3.25oz","bowl 3.25oz","yellow,white",1,28,100,3.57142857142857
"MD1f0e572e","MD156fda23","MD9e7cfc45_2012",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,12,15,1.25
"MD1f138f8f","MDb839bd6c","MD65a5654a_2006",0,0,"bowl 3.25oz","white","whitebowl 3.25oz","bowl 3.25oz","white",1,10,6,0.6
"MD1f1c36d8","MDab1dec36","MD414b3bf6_2012",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",6.99999999999999,3,3,0.142857142857143
"MD1f2bec3a","MDe728fdc7","MDfd1ba282_2011",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,15,12,0.8
"MD1f59c913","MD62e9c489","MD92e9346a_2015",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,59.9999999999999,39,0.650000000000001
"MD1f5b24ec","MD9559ac4f","MD03b758f5_2015",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",6.99999999999999,8.99999999999999,36,0.571428571428572
"MD1f5ea590","MD0b1036ca","MDe26c3dd5_2009",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,20,25,1.25
"MD1f63506c","MD5eb976bb","MD2f787f69_2014",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",6.99999999999999,8.99999999999999,41,0.650793650793652
"MD1f69ee3a","MDa916a44a","MDf9ac058f_2011",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,15,15,1
"MD1f7204f7","MDc2bd7743","MDa89f218a_2012",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,15,13,0.866666666666667
"MD1f7926c2","MD4b8f6b70","MD11ad8d2d_2015",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",6.99999999999999,8.99999999999999,8,0.126984126984127
"MD1faf13e1","MD628887c7","MD1d235551_2002",0,0,"bowl 3.25oz","FLyellow","FLyellowbowl 3.25oz","bowl 3.25oz","FLyellow",1,4,5,1.25
"MD1fdc6b12","MD694d4ff5","MDc1dc029b_2014",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",6.99999999999999,5,29,0.828571428571429
"MD1fe0ce42","MD199563f1","MDeaea6fd9_2014",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",6.99999999999999,8.99999999999999,16,0.253968253968254
"MD1ff5fa08","MD3d1abe8a","MD76057308_2012",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,25,20,0.8
"MD20013fd9","MD6384157f","MD1508c379_2015",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",6.99999999999999,8.99999999999999,6,0.0952380952380954
"MD200ebc6f","MDa02a68f3","MD19ef9711_2012",0,0,"bowl 3.25oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 3.25oz","bowl 3.25oz","white,FLblue,FLyellow",1,18,40,2.22222222222222
"MD20275189","MD6ecd8f27","MD27d11a53_2014",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",6.99999999999999,8.99999999999999,3,0.0476190476190477
"MD2038b0c2","MD71d9e8fa","MD0340de93_2007",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,15,10,0.666666666666667
"MD204843c7","MDdb6dc3f2","MD71998a5a_2014",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",6.99999999999999,8.99999999999999,9,0.142857142857143
"MD205105b7","MD0f80c23a","MD77cbe77b_2011",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,12,11,0.916666666666666
"MD2098d741","MDd2edf933","MD11f19ccb_2002",0,0,"bowl 2oz, bowl 3.25oz","FLyellow","FLyellowbowl 2oz, bowl 3.25oz","Other, Mostly Mixed","FLyellow",1,5,2,0.4
"MD20a92fe1","MD6742d8ea","MDd341b2c0_2007",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,15,15,1
"MD20b26a1d","MD37753e1d","MDa8d9a94e_2014",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",5.99999999999999,9.00000000000003,1,0.0185185185185185
"MD20bbb821","MDde2ac98c","MDf610af3f_2014",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",6.99999999999999,8.99999999999999,1,0.0158730158730159
"MD20e6d1ee","MDc11a14f0","MD621d5f34_2004",1,0.0434782608695652,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,15,22,1.46666666666667
"MD21131b60","MDa71c3963","MD8709b1e3_2005",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,15,1,0.0666666666666667
"MD211602f8","MDa093ba20","MD8210bbe6_2015",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",6.99999999999999,8.99999999999999,28,0.444444444444445
"MD21258f5d","MDaf6a5060","MDf8bec355_2009",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,19,73,3.84210526315789
"MD212bc25a","MD02e26dfd","MD2ae80a7d_2002",0,0,"bowl 3.25oz","FLyellow","FLyellowbowl 3.25oz","bowl 3.25oz","FLyellow",1,5,5,1
"MD213ef417","MD9a918e83","MD77cbe77b_2012",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,15,13,0.866666666666667
"MD2184ccba","MD9309b825","MDf853b77f_2012",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,13,33,2.53846153846154
"MD2187ba57","MDf7bfecb9","MD375761da_2013",0,0,"bowl 12oz","blue,yellow,white","blue,yellow,whitebowl 12oz","bowl 12oz","blue,yellow,white",13,8.99999999999999,27,0.230769230769231
"MD21a2b175","MDf272559a","MDac4589b4_2014",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",6.99999999999999,8.99999999999999,15,0.238095238095238
"MD21ed1533","MDd76e2f24","MD91915f1b_2014",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",6.99999999999999,8.99999999999999,8,0.126984126984127
"MD22082e13","MDa71c3963","MD8709b1e3_2005",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,15,2,0.133333333333333
"MD2221610a","MD24703ee6","MDafe3ff42_2003",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,30,20,0.666666666666666
"MD22362e05","MDe92358e0","MD3ce2eaaf_2002",0,0,"bowl 3.25oz","FLyellow","FLyellowbowl 3.25oz","bowl 3.25oz","FLyellow",1,5,2,0.4
"MD223ce8a6","MDcc89046d","MD135e019e_2003",0,0,"bowl 3.25oz","yellow,white","yellow,whitebowl 3.25oz","bowl 3.25oz","yellow,white",1,5.99999999999999,5,0.833333333333335
"MD22613625","MD72b409e7","MD5d8f1f5b_2014",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",8,8.99999999999999,2,0.0277777777777778
"MD226ed199","MD1cf3c08c","MDf610af3f_2014",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",8,8.99999999999999,1,0.0138888888888889
"MD2273ecdb","MD3e2dd3ba","MDb5a42455_2011",0,0,"bowl 3.25oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 3.25oz","bowl 3.25oz","white,FLblue,FLyellow",1,30,4,0.133333333333333
"MD2274202d","MDf1266307","MD0cd068fb_2003",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,30,10,0.333333333333333
"MD22c1b458","MDf3c26d09","MD58403022_2014",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",6.99999999999999,8.99999999999999,100,1.58730158730159
"MD22c1ee02","MDdb9513d9","MD85c7696f_2011",0,0,"bowl 3.25oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 3.25oz","bowl 3.25oz","white,FLblue,FLyellow",1,30,35,1.16666666666667
"MD22c2a8ff","MD6a2b2147","MDb25fef67_2005",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,15,5,0.333333333333333
"MD22c4d5c1","MD691d41b7","MD0b1410e0_2011",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,15,2,0.133333333333333
"MD22dfe9dd","MDb4d1aafa","MD1ecdb2fa_2015",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",8,8.99999999999999,20,0.277777777777778
"MD22e00bca","MD3895967a","MDe734d8bc_2003",0,0,"bowl 3.25oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 3.25oz","bowl 3.25oz","white,FLblue,FLyellow",1,9.00000000000001,5,0.555555555555555
"MD22f576d9","MD4a80617a","MD6fe33638_2003",0,0,"bowl 3.25oz","yellow,white","yellow,whitebowl 3.25oz","bowl 3.25oz","yellow,white",1,5,8,1.6
"MD231a7941","MDb6a83cba","MD68387fd8_2007",0,0,"bowl 3.25oz","white","whitebowl 3.25oz","bowl 3.25oz","white",1,25,43,1.72
"MD236c0442","MD3ccaa4b3","MD922d875e_2014",2,0.04,"bowl 3.25oz","FLblue,FLyellow","FLblue,FLyellowbowl 3.25oz","bowl 3.25oz","Other",1,50,48,0.96
"MD238c88f6","MD833f10e9","MDfd1ba282_2011",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,15,9,0.6
"MD23bba4d2","MD034bf4c4","MDa8782246_2014",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",6.99999999999999,8.99999999999999,2,0.0317460317460318
"MD23bfc354","MD28d35275","MDefffae72_2008",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,15,19,1.26666666666667
"MD23ce397d","MDea7f2fa8","MD099b8c38_2014",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",8,8.99999999999999,14,0.194444444444445
"MD2411b124","MDf87af904","MDb1fe4168_2003",0,0,"bowl 3.25oz","yellow,white","yellow,whitebowl 3.25oz","bowl 3.25oz","yellow,white",1,30,23,0.766666666666666
"MD2417be79","MD5f6c388a","MD3da5f6e6_2013",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,9.00000000000001,20,2.22222222222222
"MD24181ffa","MD57787cc0","MDad8e9da4_2002",0,0,"bowl 3.25oz","FLyellow","FLyellowbowl 3.25oz","bowl 3.25oz","FLyellow",1,5,8,1.6
"MD2425f0c0","MDf8369327","MD409f3684_2012",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,15,20,1.33333333333333
"MD2436313a","MDc9706fd3","MD6cdf914c_2005",0,0,"bowl 3.25oz","white","whitebowl 3.25oz","bowl 3.25oz","white",1,10,6,0.6
"MD24442726","MDde9b6e3c","MD65e728d7_2005",0,0,"bowl 3.25oz","white","whitebowl 3.25oz","bowl 3.25oz","white",1,10,11,1.1
"MD24bb8531","MDf46e8cf4","MD9048ddf1_2012",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",12,3,1,0.0277777777777778
"MD24cc5e4a","MD8bc7d0ef","MD42f0b619_2006",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,10,4,0.4
"MD24cc9d65","MDc1b861fb","MDee4ffdc1_2003",0,0,"bowl 3.25oz","white","whitebowl 3.25oz","bowl 3.25oz","white",1,15,10,0.666666666666667
"MD24d20243","MDf0fb528a","MD41505729_2006",0,0,"bowl 3.25oz","white","whitebowl 3.25oz","bowl 3.25oz","white",1,10,4,0.4
"MD24e3bbe3","MD1c950a17","MD48c48cb6_2005",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,14,13,0.928571428571428
"MD2515591f","MD83fcce61","MD877a7fb7_2009",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,20,270,13.5
"MD2564c415","MD1bc6e87f","MD28154ced_2003",0,0,"bowl 3.25oz","yellow,white","yellow,whitebowl 3.25oz","bowl 3.25oz","yellow,white",1,29,76,2.62068965517242
"MD2568bd7c","MD12be7f44","MD960f79a5_2014",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",6.99999999999999,7.99999999999999,2,0.0357142857142858
"MD2574747c","MD4b21e459","MDa589e3c8_2012",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,15,26,1.73333333333333
"MD2574b370","MD162f8b13","MD6f649bcf_2012",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",6.99999999999999,3,1,0.0476190476190476
"MD2599d44e","MDf4796b28","MD62d7961e_2014",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",6.99999999999999,7.99999999999999,9,0.160714285714286
"MD25bd3be3","MDcc6f5243","MD867fa5eb_2012",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,10,16,1.6
"MD25d48fef","MD01509811","MD4c3f82b6_2014",0,0,"bowl 3.25oz","blue,yellow","blue,yellowbowl 3.25oz","bowl 3.25oz","Other",1,12,8,0.666666666666666
"MD25ef6f5f","MD90d421bb","MD409f3684_2011",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,15,14,0.933333333333334
"MD25f342fc","MD03d07bd3","MD27d11a53_2014",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",5,6.99999999999999,16,0.457142857142858
"MD25fcce1a","MDe2da7875","MD18a8b2ad_2012",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,15,14,0.933333333333334
"MD25fd308d","MDe5240b1f","MDc53693a8_2015",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",8,8.99999999999999,18,0.25
"MD2613babb","MD97e4f660","MD9e7cfc45_2011",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,15,9,0.6
"MD2620910f","MD5ad5df0e","MD313e322d_2005",0,0,"bowl 3.25oz","white","whitebowl 3.25oz","bowl 3.25oz","white",1,10,33,3.3
"MD2636ad0a","MD00149eca","MDee4ffdc1_2003",0,0,"bowl 3.25oz","white","whitebowl 3.25oz","bowl 3.25oz","white",1,40,37,0.925
"MD265d4379","MDe310de3a","MD95cc22e5_2004",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,10,2,0.2
"MD2672ccd6","MD498c3cfc","MD82245688_2003",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,26,16,0.615384615384616
"MD267d350e","MD2a039701","MDff5fc55c_2006",0,0,"bowl 3.25oz","white","whitebowl 3.25oz","bowl 3.25oz","white",1,10,11,1.1
"MD26d638ec","MD00ab1b11","MDd2749c4c_2014",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",6.99999999999999,8.99999999999999,3,0.0476190476190477
"MD26e29aa7","MDeb7bf162","MD6fa325fa_2012",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,15,21,1.4
"MD26e6aa6f","MDc04ebb00","MDe1beec85_2007",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,15,7,0.466666666666667
"MD26f4749d","MD0fc13400","MDfc4a9ca0_2011",0,0,"bowl 3.25oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 3.25oz","bowl 3.25oz","white,FLblue,FLyellow",1,30,41,1.36666666666667
"MD270965df","MDdea9aa95","MDb5437800_2004",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,13,3,0.230769230769231
"MD271d2214","MD445f68a9","MDcf9e0ac7_2007",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,15,4,0.266666666666667
"MD2732e058","MD3802cba3","MD043d4870_2012",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,25,12,0.48
"MD273fadd2","MDab573ffe","MD90bc3730_2006",0,0,"bowl 3.25oz","white","whitebowl 3.25oz","bowl 3.25oz","white",1,10,36,3.6
"MD277b178f","MDc305ab79","MDbd4cbf45_2004",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,13,17,1.30769230769231
"MD278089c8","MDd28e72a6","MDac4589b4_2014",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",6.99999999999999,8.99999999999999,26,0.412698412698413
"MD27982986","MD898c3a41","MDe7767bde_2014",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",6.99999999999999,8.99999999999999,3,0.0476190476190477
"MD279fee69","MDd0c7ade8","MDce9ddcaa_2014",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",6.99999999999999,8.99999999999999,1,0.0158730158730159
"MD27b7e7d0","MDbff24b2c","MDb5e048ff_2005",0,0,"bowl 3.25oz","white","whitebowl 3.25oz","bowl 3.25oz","white",1,10,12,1.2
"MD2842b83a","MD8441d8c0","MDc1dc029b_2015",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",5,5,42,1.68
"MD285e815e","MD7a25f70c","MDc53693a8_2015",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",9.00000000000001,8.99999999999998,1,0.0123456790123457
"MD2876cc5c","MDa094b3a4","MD2f27a2d5_2014",0,0,"bowl 3.25oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 3.25oz","bowl 3.25oz","white,FLblue,FLyellow",1,12,8,0.666666666666666
"MD287c0676","MD1c54883b","MD8811cf07_2003",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,30,46,1.53333333333333
"MD2887b8fe","MD0df50986","MD55334280_2006",0,0,"bowl 2oz","blue,yellow,white","blue,yellow,whitebowl 2oz","bowl 2oz","blue,yellow,white",1,12,2,0.166666666666667
"MD2889f291","MD1a421615","MD48cce486_2005",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,15,1,0.0666666666666667
"MD28a86a1d","MD1d0325d8","MDde057a28_2012",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,14,9,0.642857142857143
"MD28c701fc","MD9df332a8","MDbf602277_2005",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,14,9,0.642857142857143
"MD28dc2e1c","MDf38932a8","MD33a2ff94_2011",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,15,6,0.4
"MD28df34b4Tfield","MD28df34b4","MDbe67d9ad_2005",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,15,21,1.4
"MD28df34b4Troad","MD28df34b4","MDbe67d9ad_2005",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,15,12,0.8
"MD29177429","MD0c00f5b0","MDd5253a17_2012",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",6.99999999999999,3,2,0.0952380952380952
"MD291881a3","MDa77f2eb9","MD0d198ac8_2011",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,15,6,0.4
"MD2921b5d4","MD4b0f9828","MDf700406a_2003",0,0,"bowl 3.25oz","yellow,white","yellow,whitebowl 3.25oz","bowl 3.25oz","yellow,white",1,5.99999999999999,1,0.166666666666667
"MD292a81bf","MD46fa14d6","MDd336b93c_2007",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,11,2,0.181818181818182
"MD292daa59","MDb6621775","MDc5de4f28_2015",1,0.0769230769230769,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",21,9,12,0.0634920634920635
"MD299ad52a","MD680aec11","MD17c2b9b8_2014",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",6.99999999999999,7.99999999999999,1,0.0178571428571429
"MD29a736f1","MD94103fd2","MD3e07752a_2009",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,15,18,1.2
"MD29aef02e","MD4c9c16bb","MDbd4cbf45_2004",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,14,13,0.928571428571428
"MD29bdc00c","MD958ccd3f","MD48e55877_2011",0,0,"bowl 3.25oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 3.25oz","bowl 3.25oz","white,FLblue,FLyellow",1,30,68,2.26666666666666
"MD29c443c7","MDb8f6a69d","MD0a35f209_2014",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",6.99999999999999,8.99999999999999,8,0.126984126984127
"MD29d6930d","MD6b00ff64","MD3da5f6e6_2013",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,9.00000000000001,2,0.222222222222222
"MD29e66807","MDa7180737","MD964e2469_2006",0,0,"bowl 3.25oz","white","whitebowl 3.25oz","bowl 3.25oz","white",1,10,7,0.7
"MD2a75077e","MD5b1861f2","MD3db044cd_2012",0,0,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,13,3,0.230769230769231
"MD2aa7bf46","MD06a8ccee","MD1973e5c9_2015",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",8,8.99999999999999,2,0.0277777777777778
"MD2aa8d67e","MDe338de45","MD1ecdb2fa_2015",0,0,"bowl 12oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 12oz","bowl 12oz","white,FLblue,FLyellow",6.99999999999999,8.99999999999999,68,1.07936507936508
"MD2accfa47","MDd373e0dd","MDd341b2c0_2007",1,0.25,"bowl 3.25oz","blue,yellow,white","blue,yellow,whitebowl 3.25oz","bowl 3.25oz","blue,yellow,white",1,15,3,0.2
"MD2aed73ff","MD9c0c10a6","MD589c9295_2005",0,0,"bowl 3.25oz","white","whitebowl 3.25oz","bowl 3.25oz","white",1,10,17,1.7
"MD2aefd96e","MDde1ce971","MD2939bc91_2013",0,0,"bowl 3.25oz","white,FLblue,FLyellow","white,FLblue,FLyellowbowl 3.25oz","bowl 3.25oz","white,FLblue,FLyellow",1,15,4,0.266666666666667
